date|text|time
21 Aug 2016|Sunil Mittal to take home over Rs 30 cr in annual pay package|4.57 pm
20 Aug 2016|Sunil Mittal re-appointed Chairman of Bharti Airtel for 5 years|8.40 pm
18 Aug 2016|Buy Arvind, Bata, Bharti Airtel; sell Asian Paints: Taparia|4.27 pm
18 Aug 2016|Singtel to acquire shares in Intouch Holdings and Bharti Telecom from Temasek|1.19 pm
18 Aug 2016|Singtel to buy stake in Intouch, India's Bharti Telecom|9.00 am
17 Aug 2016|RJIL free mobile service may be reason for congestion: COAI|8.02 pm
17 Aug 2016|Trai promises swift action to fix inter-connection issue|3.38 pm
16 Aug 2016|Rel Jio wants Trai to take telcos to task over licence breach|4.08 pm
16 Aug 2016|Exit Bharti Airtel, says Ambareesh Baliga|4.07 pm
12 Aug 2016|Buy Eicher Motors, ONGC; sell M&M Financial, BoB: Mitesh Thacker|10.53 am
11 Aug 2016|Airtel completes spectrum trading with Aircel in 7 circles|6.14 pm
11 Aug 2016|Airtel launches 4G in Kharagpur, to cover 30 towns of Bengal|2.28 pm
10 Aug 2016|Airtel, Aircel, BSNL top chart of MNP violations|6.14 pm
10 Aug 2016|Airtel starts offering 5GB extra broadband data per connection|5.14 pm
09 Aug 2016|Here are a few investment ideas from Prakash Diwan|10.43 am
08 Aug 2016|Spectrum to be a hardsell as telcos are stretched: Pros|6.28 pm
05 Aug 2016|Telecom pricing wars to benefit customers; Fitch -ve on telcos|1.04 pm
05 Aug 2016|Airtel makes voice calling free with myPlan infinity|12.01 pm
05 Aug 2016|Reliance Jio to have 1 million recharge outlets at launch|7.36 am
04 Aug 2016|Sell Dish TV, BPCL; buy Bharti Airtel: Sandeep Wagle|2.59 pm
03 Aug 2016|Vodafone gains the most from MNP, RCom lost maximum users|6.38 pm
03 Aug 2016|Accumulate Bharti Airtel; target of Rs 424: Yes Securities|4.42 pm
03 Aug 2016|Verizon DMS partners with Airtel to expand India footprint|7.26 am
01 Aug 2016|Data war: Vodafone to cut mobile Internet rates by up to 67%|8.58 pm
01 Aug 2016|Hold Bharti Airtel; target of Rs 369: Axis Direct|3.34 pm
31 Jul 2016|Fino for more stake sale; to launch payments bank in 6 mths|1.30 pm
29 Jul 2016|Airtel pre-paid packs offer 67% more data in Tamil Nadu|9.38 am
28 Jul 2016|Bharti Airtel consolidated Jun '16 total income from operations at Rs 25,572.90 crore|12.32 pm
28 Jul 2016|Buy Bharti Airtel, Maruti Suzuki, HCL Tech: Sudarshan Sukhani|10.58 am
28 Jul 2016|Airtel proposes Rs 30 cr annual package to Sunil Mittal|7.38 am
27 Jul 2016|Increased focus on profitability good for Bharti Airtel: Pros|6.29 pm
27 Jul 2016|Bharti Q1 beats estimates, profit up 11%; Africa revenue down 3%|5.27 pm
27 Jul 2016|Only 906 call drop complaints made in last 3.5 years: Sinha|5.02 pm
26 Jul 2016|Bharti Q1 net seen down 18%, currency pressure in Africa may hit|4.17 pm
26 Jul 2016|Buy Reliance Capital 440 Call; short Bharti Airtel: Gaurav Bissa|1.09 pm
26 Jul 2016|Buy Bharti Airtel, Idea Cellular: Naveen Kulkarni|12.03 pm
26 Jul 2016|Bharti Airtel's AGM on August 19, 2016|9.16 am
20 Jul 2016|Airtel, Vodafone attract most complaints on service quality|5.50 pm
20 Jul 2016|Buy Dr Reddy's Labs, Aurobindo Pharma, M&M: Sudarshan Sukhani|12.17 pm
20 Jul 2016|Airtel utilises funds from sale of 2 units to pay bank debt|7.28 am
19 Jul 2016|DoT issues Rs 110-cr demand notice to six telcos|9.38 pm
19 Jul 2016|GSMA unveils solution for online authentication via mobile nos|9.38 pm
19 Jul 2016|Airtel, Aircel fail call drop test in Thiruvananthapuram|8.28 pm
19 Jul 2016|Vodafone to join data war, announce plans in 1-2 days|4.56 pm
19 Jul 2016|4G data pack price cut to boost telcos' revenue: UBS AG|11.48 am
19 Jul 2016|Sell Bharti Airtel, ONGC may slip to Rs 209.75: Rajat Bose|10.02 am
19 Jul 2016|Stock calls: Analysts tell you how to trade 7 key stocks today|8.44 am
18 Jul 2016|Advantage 4G: Why telecom cos are making a big deal out of it|9.21 pm
18 Jul 2016|Major telcos' subscriber base crosses 776-mn mark in June|6.34 pm
18 Jul 2016|Idea cuts data rates by up to 67%; Fitch Ratings –ve on sector|3.42 pm
18 Jul 2016|Bharti Q1 PAT seen down by 33% to Rs 869 cr: Religare Research|3.07 pm
18 Jul 2016|Buy Bharti Airtel, Larsen & Toubro: Hemant Thukral|10.44 am
18 Jul 2016|Bull's Eye: Buy IDBI Bank, Bharti Airtel, Apollo Tyres, IOC|7.52 am
15 Jul 2016|Buy Lupin, HDFC Bank, Bharti Airtel: Ashwani Gujral|3.05 pm
14 Jul 2016|Daily wrap up: News from the world of business|9.52 pm
14 Jul 2016|Bharti Airtel Q1 results on July 27, 2016|8.49 pm
14 Jul 2016|6 stocks that should do well today|8.46 am
13 Jul 2016|After AirAsia, Rajinikanth starrer Kabali ties up with Airtel|9.23 am
11 Jul 2016|Indian firms most transparent: Survey|3.30 pm
11 Jul 2016|Free Wi-Fi hotspots launched in Gurgaon|8.54 am
11 Jul 2016|DoT clears Rs 3,500 cr Airtel-Aircel 4G spectrum trading deal|8.54 am
04 Jul 2016|Buy Bharti Airtel, Coal India, Larsen & Toubro: Sukhani|2.35 pm
30 Jun 2016|Airtel service in Arunachal Pradesh towns|3.32 pm
24 Jun 2016|SP Tulsian says pharma is theme for July series, go long in them|11.17 am
23 Jun 2016|BSNL adds most subscribers in April|7.00 am
22 Jun 2016|Exit Bharti Airtel at around Rs 381-383, says Sandeep Wagle|4.17 pm
20 Jun 2016|Telcos better network quality; more to be done for call drops|2.50 pm
20 Jun 2016|Go long in HDIL, Bharti Airtel: Hemant Thukral|11.03 am
20 Jun 2016|Bull's Eye: Buy Biocon, DLF, Bharti Airtel, OBC; sell Britannia|7.59 am
17 Jun 2016|Airtel's 'Open Network Service' now on mobile app|1.39 pm
16 Jun 2016|Currency war: Will naira & yen hurt Bharti, Bajaj Auto & Maruti?|12.29 pm
16 Jun 2016|Sell Bharti Airtel, Voltas; buy Biocon: Sudarshan Sukhani|12.29 pm
15 Jun 2016|Airtel shares rise 3% on Singtel alliance|5.08 pm
15 Jun 2016|GSM subscriber base rises to 77.41 cr in May|7.26 am
14 Jun 2016|Airtel, Singtel team up for data business in 325 cities globally|3.34 pm
14 Jun 2016|Bullish on BPCL, target Rs 1100, buy Tech Mahindra: Rishi Kohli|1.29 pm
14 Jun 2016|Buy Havells, Adani Ports; sell Bharti Airtel: Sandeep Wagle|11.02 am
13 Jun 2016|Sell Bharti Airtel, says Sudarshan Sukhani|5.01 pm
08 Jun 2016|Bharti is well poised to take 4G battle ahead: Experts on SUC|3.38 pm
08 Jun 2016|Bharti to benefit most from 3% SUC, 85bps margin gain likely|9.09 am
08 Jun 2016|Sell Bharti Airtel on rally; buy DLF, ITC: Sudarshan Sukhani|9.01 am
07 Jun 2016|3% spectrum chrg positive for industry; Welcome govt's move:COAI|7.00 pm
07 Jun 2016|Divis Lab, Glenmark look weak; buy Bharti Airtel: Rajat Bose|9.57 am
06 Jun 2016|Ashok Ganapathy appointed Director of Airtel Business|2.32 pm
04 Jun 2016|Buy Aurobindo Pharma at around Rs 783: Rajat Bose|12.19 pm
02 Jun 2016|Buy Asian Paints, Bharti Airtel may test Rs 375: Prakash Gaba|8.50 am
01 Jun 2016|Buy ACC, AB Nuvo, Bharti Airtel, NBCC: Sudarshan Sukhani|2.35 pm
01 Jun 2016|Bharti Airtel may not bid for spectrum in 700 Mhz band: Fitch|7.50 am
31 May 2016|Buy SBI, Kotak Bank, Bharti Airtel, Bajaj Auto: Rahul Mohindar|10.24 am
30 May 2016|Telecom sector's revenue growth lowest in last 6 yrs: COAI|9.32 pm
26 May 2016|India home to 56 of the world's largest public firms: Forbes|9.44 am
24 May 2016|Airtel completes Rs 4,428 cr deal with Videocon Telecom|7.30 pm
20 May 2016|Airtel ratings may get hit if competition intensifies: Moody's|7.44 pm
20 May 2016|BPCL may test Rs 916, Bharti Airtel Rs 335.75: Rajat Bose|1.14 pm
20 May 2016|GAIL may test Rs 365, UPL Rs 540, Asian Paints Rs 940: Gaba|10.33 am
19 May 2016|GSM subscriber base declines to 77 cr in April: COAI|3.38 pm
18 May 2016|PayU India ropes in Airtel former exec to head consumer biz|8.32 pm
18 May 2016|Tim Cook to tap Indian software talent during maiden visit|11.28 am
17 May 2016|Buy Bharti Airtel, HDIL, Ajanta Pharma: Ashwani Gujral|9.12 am
16 May 2016|Short Vedanta, Force Motors may test Rs 3450: Prakash Gaba|9.41 am
12 May 2016|Call drops: Airtel introduces self-regulatory mechanism|5.00 pm
12 May 2016|Airtel launches 'Platinum 3G' in Assam|3.14 pm
12 May 2016|Self-regulation: Airtel sets benchmark of 1.5% for call drops|2.10 pm
12 May 2016|Buy Axis Bank, YES Bank, IndusInd Bank: Sudarshan Sukhani|11.16 am
12 May 2016|Telcos owe govt Rs 54,828 cr in licence, spectrum fee: Prasad|9.10 am
11 May 2016|Here is why SP Tulsian is bullish on Asian Paints|9.47 pm
11 May 2016|Vodafone 4G network to cover entire Delhi-NCR in 2 months|8.56 am
09 May 2016|BSNL to sign 2G roaming pact with Jio, Vodafone this month|7.52 am
06 May 2016|Airtel to sell mobile towers in Congo to Helios Towers Africa|9.08 am
04 May 2016|Buy Bharti Airtel, advises Sudarshan Sukhani|10.04 am
03 May 2016|Here’s what SP Tulsian makes of ICICI Bank, TVS Motor earnings|7.46 pm
03 May 2016|Airtel M Commerce renamed Airtel Payments Bank|4.12 pm
03 May 2016|Buy Aurobindo Pharma, Rolta India, Bharti Airtel: Ashwani Gujral|12.07 pm
02 May 2016|Hold Bharti Airtel; target of Rs 378: Axis Securities|6.03 pm
02 May 2016|Airtel, GBI announce partnership for West Asia|8.00 am
02 May 2016|Govt wants PSUs to emulate private sector, buy back shares|7.36 am
30 Apr 2016|Airtel share buy-back details post court order on Augere|12.36 pm
29 Apr 2016|Bharti Airtel Q4 result supports Baa3 ratings: Moody's|8.08 pm
29 Apr 2016|Hold Bharti Airtel; target of Rs 425: Sharekhan|5.47 pm
29 Apr 2016|Hold Bharti Airtel; target of Rs 335: Religare|5.46 pm
29 Apr 2016|Buy Bharti Airtel; target of Rs 435: ICICIDirect|5.43 pm
29 Apr 2016|Airtel, Vodafone, Tata Tele seeking spectrum liberalisation: Min|4.00 pm
29 Apr 2016|Sell Bharti Airtel, Idea Cellular, ICICI Bank: Ambareesh Baliga|11.12 am
28 Apr 2016|Buy Maruti Suzuki on declines, says Sudarshan Sukhani|11.54 am
28 Apr 2016|Buy Saregama, Suryalakshmi Cotton; short HCL Tech: Gujral|11.20 am
28 Apr 2016|6 things Morgan Stanley liked in Bharti Airtel Q4 earnings|9.46 am
27 Apr 2016|Bharti Airtel: Outcome of board meeting|10.56 pm
27 Apr 2016|Airtel Q4 net at Rs 1,290 cr beats estimate; proposes buyback|7.07 pm
27 Apr 2016|Buy NCC, VIP Industries, Cummins India: Ashwani Gujral|3.37 pm
27 Apr 2016|Buy Adani Ports, Bharti Airtel, Coromandel International: Gujral|3.18 pm
27 Apr 2016|Bharti Q4 net seen up 13%, Africa biz growth likely to be flat|9.29 am
26 Apr 2016|'RIL may launch 4G services in 3 mths; net USD1 bn revenue'|6.36 pm
26 Apr 2016|Expect 10-15% upside in Idea Cellular, Bharti Airtel: Gujral|4.18 pm
26 Apr 2016|Here are top 10 stocks to focus on April 26|8.27 am
25 Apr 2016|Here are top 10 stocks to focus on April 25|8.59 am
20 Apr 2016|Bharti Airtel may sell stake in Infratel via block deals|3.21 pm
15 Apr 2016|Idea, Vodafone, Airtel top MNP gainers;RCom, Tata on losing side|8.58 am
14 Apr 2016|Airtel to roll out 3G service in Punjab on high grade spectrum|6.02 pm
13 Apr 2016|Buy UltraTech Cement, Sintex, Bharti Airtel: Ashwani Gujral|12.13 pm
12 Apr 2016|Hold Bharti Airtel; target of Rs 320: Religare|5.36 pm
12 Apr 2016|Airtel's purchase of Aircel spectrum credit positive: Moody's|12.50 pm
11 Apr 2016|Airtel M-commerce arm gets payment bank licence from RBI|6.50 pm
11 Apr 2016|Buy Bharti Airtel, Reliance Infra, Just Dial; sell HDFC: Gujral|12.25 pm
11 Apr 2016|Buy BHEL, Aditya Birla Fashions, Siemens: Sudarshan Sukhani|10.41 am
11 Apr 2016|Prefer Bharti Airtel; target price of Rs 385: IIFL|9.13 am
08 Apr 2016|Buy Cairn India, Tata Sponge, Bharti Airtel: Ashwani Gujral|3.26 pm
06 Apr 2016|Jio soft launch expected by April end; Nationwide by Dec end|8.26 pm
05 Apr 2016|Airtel expands 4G services to 40 towns in AP & Telangana|5.22 pm
05 Apr 2016|Sell Infosys, Bharti Airtel may test Rs 358.50: Rajat Bose|9.31 am
01 Apr 2016|Bharti Airtel may test Rs 310--315: Ashwani Gujral|2.07 pm
30 Mar 2016|Airtel's low-cost strategy unsustainable: BMI Research|9.54 pm
23 Mar 2016|Prefer Bharti Airtel over Hindustan Unilever: Ashwani Gujral|4.08 pm
23 Mar 2016|Airtel, ATC mobile tower sale deal pegged at $200 mn: Moody's|7.36 am
22 Mar 2016|Sell Bharti Airtel, Mindtree; buy Cummins India: Ashwani Gujral|12.23 pm
22 Mar 2016|Trai to finalise Net neutrality in 'a couple of months'|12.14 pm
21 Mar 2016|Airtel signs pact with ATC for tower sale in Tanzania|8.40 pm
18 Mar 2016|Eicher Motors may test Rs 18650, Bharti Airtel Rs 348: Bose|1.49 pm
17 Mar 2016|Bharti Airtel enters into definitive agreement with Videocon Telecomm|11.33 am
17 Mar 2016|Bharti Airtel to acquire Videocon Telecom spectrum for Rs 4428cr|11.22 am
16 Mar 2016|About 81K complaints against telcos in 2015: Prasad|5.08 pm
16 Mar 2016|GSM mobile operators add 72.5 lakh subscribers in Feb: COAI|2.02 pm
16 Mar 2016|Buy SBI 185 Call, JSW Steel may hit Rs 1230: Chandan Taparia|10.15 am
15 Mar 2016|Here are top 10 stocks to keep an eye on March 15|8.51 am
14 Mar 2016|Buy Adani Ports, Dabur India: Sudarshan Sukhani|10.37 am
10 Mar 2016|BSNL in talks with Airtel for spectrum sharing deal|1.30 pm
09 Mar 2016|Buy Bharti Airtel, Hero Moto; HCL Tech may head lower: Sukhani|12.34 pm
04 Mar 2016|Flipkart launches own ad platform with 50 brands|9.00 am
02 Mar 2016|Bill Gates richest man in world, Mukesh Ambani at 36th: Forbes|2.02 pm
01 Mar 2016|Buy ICICI Bank; sell Maruti, Bajaj Auto: Rajat Bose|11.14 am
29 Feb 2016|HC upholds TRAI order to compensate consumers for call drops|12.00 pm
26 Feb 2016|4G handset queries up 200% in India in 2015: Google's report|8.24 am
25 Feb 2016|Top telcos including Airtel, China Mobile partner for 5G|5.08 pm
25 Feb 2016|Trade in Bharti Airtel, Petronet may head lower: Sukhani|11.36 am
23 Feb 2016|Kotak Mahindra to buy 19.9% in Airtel M Commerce for Rs 98-cr|8.34 pm
23 Feb 2016|Sell Bharti Airtel, Bajaj Finserv may head lower: Rajat Bose|9.55 am
23 Feb 2016|Buy UltraTech, Biocon, CESC; sell Engineers India, OBC: Gujral|9.55 am
22 Feb 2016|Buy Bharti Airtel, says Sudarshan Sukhani|4.14 pm
22 Feb 2016|LIC buys shares worth Rs 10,400 cr in 18 Sensex cos in Q3|3.22 pm
22 Feb 2016|Delivering 4G speed of up to 135 Mbps: Airtel|8.00 am
17 Feb 2016|Bharti Airtel rejigs Africa business unit|9.14 am
16 Feb 2016|'M&As off to a slow start, deal tally slumps 50% over 2015'|12.36 pm
09 Feb 2016|Vodafone gears up for 4G launch in Mumbai|9.27 am
05 Feb 2016|Buy Bharti Airtel; target of Rs 338: Axis securities|6.12 pm
04 Feb 2016|Airtel, Axiata subsidiaries merger credit positive: Moody's|3.07 pm
03 Feb 2016|Moody's keeps Bharti Airtel's rating unchanged|8.59 pm
02 Feb 2016|Short HPCL, Tata Steel may hit Rs 240; buy Apollo Hospital: Gaba|10.57 am
01 Feb 2016|Buy Bharti Airtel; target of Rs 380:ICICIDirect|10.54 am
29 Jan 2016|700 MHz base price makes it unaffordable for us to buy: Airtel|7.25 pm
29 Jan 2016|Buy Maruti 3900 Put, sell BOI, Idea may hit Rs 85: Yogesh Mehta|1.54 pm
28 Jan 2016|Airtel, Axiata to merge Bangladesh operations|6.52 pm
28 Jan 2016|Buy Idea Cellular at around Rs 100-105, says Siddarth Bhamre|4.13 pm
28 Jan 2016|Bharti Airtel Q3 profit sinks 27%, Africa aids EBITDA margin|4.12 pm
28 Jan 2016|Sell Bharti Airtel, Reliance Communications: Rajat Bose|11.54 am
28 Jan 2016|See limited participation in 700 Mhz spectrum auction: Fitch|9.07 am
27 Jan 2016|OYO Rooms names Dinesh R as chief HRO|3.42 pm
27 Jan 2016|Bharti Airtel Q3 profit may dip 14%, realisation may disappoint|1.16 pm
26 Jan 2016|Startups write to Prime Minister to defend net neutrality|2.48 pm
25 Jan 2016|Sell RComm, Adani Ports: Sudarshan Sukhani|10.44 am
25 Jan 2016|Super Six stocks you can bet on January 25|9.11 am
23 Jan 2016|India has done well across sectors, in a sweet spot:Sunil Mittal|2.53 pm
22 Jan 2016|Sell Bharti Airtel; buy Jubilant Food: Manas Jaiswal|3.17 pm
22 Jan 2016|'Expected Idea margins to be lower on higher SG&A cost, capex'|12.07 pm
21 Jan 2016|Telecom space will underperform: Mayuresh Joshi|12.22 pm
20 Jan 2016|Super Six: Top chart picks for January 20|8.34 am
18 Jan 2016|Sell M&M, United Breweries, Bharti Airtel: Sudarshan Sukhani|2.38 pm
15 Jan 2016|GSM mobile operators add 64.9 lakh subscribers in Dec: COAI|9.42 pm
15 Jan 2016|Avoid telecom sector: Kunj Bansal|4.21 pm
15 Jan 2016|Buy BPCL 900 Call, sell 940 Call: Krish Subramanyam|1.25 pm
14 Jan 2016|Bharti Airtel Q3 results on Jan 28, 2016|9.07 pm
14 Jan 2016|Airtel may receive $900 mn from Africa biz sales: S&P|8.15 am
13 Jan 2016|Airtel to sell 2 operations in Africa to France's Orange|11.23 am
13 Jan 2016|Sale to Orange will shift Airtel's focus to domestic biz: Fitch|9.18 am
11 Jan 2016|Buy Bajaj Finance; sell Idea, Bharti Airtel; avoid M&M: Sukhani|12.41 pm
09 Jan 2016|Airtel appoints Rakesh Bharti Mittal non-executive director|1.17 pm
05 Jan 2016|Buy Tata Communications, may test Rs 520-540: Ambareesh Baliga|12.50 pm
05 Jan 2016|Go long in Idea Cellular, like RComm: Siddarth Bhamre|10.48 am
04 Jan 2016|Sell Bank of Baroda, says Sudarshan Sukhani|1.04 pm
03 Jan 2016|Trai asks telcos to start compensating for call drops|11.22 am
31 Dec 2015|Buy Bharti Infratel; sell Bharti Airtel, CESC: Rajat Bose|11.34 am
31 Dec 2015|Idea Cellular may slip to Rs 110-115: Ambareesh Baliga|11.17 am
31 Dec 2015|Super Six chart picks for December 31|8.51 am
30 Dec 2015|Jio impact: Telcos on a shopping spree?|2.24 pm
29 Dec 2015|Telcos cross 100-cr user mark, but call-drop spoils party|12.19 pm
29 Dec 2015|Quality to matter more than price in 4G services: Experts|11.26 am
29 Dec 2015|Airtel launches website to track network coverage|11.15 am
28 Dec 2015|Customer satisfaction critical for Reliance now: Equirus|9.59 am
28 Dec 2015|Buy Jubilant Foodworks; CESC may test Rs 840: Prakash Gaba|9.45 am
28 Dec 2015|Invest in Reliance Industries, says Sudarshan Sukhani|9.43 am
23 Dec 2015|Biggest challenge is attracting Indian users to 4G: Idea|8.27 pm
22 Dec 2015|Stay away from telecom space, says Dipan Mehta|1.36 pm
18 Dec 2015|Telcos add 96 lakh GSM subscribers in Nov to reach 74.9 cr|9.07 pm
15 Dec 2015|Target Rs 6500 crore revenue by 2020: Shilpi Cable|3.25 pm
15 Dec 2015|Sell Bharti Airtel, target Rs 270: Shubham Agarwal|10.02 am
15 Dec 2015|Short Bharti Airtel, target Rs 295: Rajat Bose|9.36 am
14 Dec 2015|ASCI upholds complaints against Airtel, HDFC, others|9.51 pm
14 Dec 2015|Short Bharti Airtel, says Sukhani|12.09 pm
09 Dec 2015|Bharti Airtel on verge of decline, says Sudarshan Sukhani|1.34 pm
09 Dec 2015|Short Idea, Glenmark; buy Colgate: Prakash Gaba|11.56 am
18 Nov 2015|OYO Rooms ties up with Airtel for wi-fi, DTH services|5.13 pm
17 Nov 2015|Airtel, Facebook expand free internet service across Africa|10.48 pm
17 Nov 2015|HPCL, IOC, APSEZ to benefit most from rupee fall: Fitch|9.06 am
13 Nov 2015|Airtel plans to list Rs 5k cr bond issue on London Exchange|12.48 pm
10 Nov 2015|Paytm to hire 3,000 people for payment bank operations|9.26 am
09 Nov 2015|Apple takes lion's share in 4G handset market in India|6.30 pm
06 Nov 2015|Xiaomi sells over 1 mn handsets in July-Sept quarter|2.52 pm
06 Nov 2015|Buy Bharti Airtel 330 Put, Vedanta 90 Put: VK Sharma|11.08 am
05 Nov 2015|Sell Bharti Airtel: Sudarshan Sukhani|9.54 am
05 Nov 2015|4G to account for 45% sales of smartphones by Mar: Micromax|9.27 am
04 Nov 2015|Sell Bharti Airtel, target Rs 330: JK Jain|3.57 pm
03 Nov 2015|Telecom firms gear up for deals as competition heats up|10.14 pm
02 Nov 2015|Bharti Airtel will have revenue growth of 8-10%: Moody's|3.00 pm
30 Oct 2015|Buy Bharti Airtel Nov futures, sell 360 Call: Subramanyam|2.00 pm
29 Oct 2015|Airtel to return 50% mobile data used at night; Wynk free|7.43 pm
28 Oct 2015|Buy Bharti Airtel; target of Rs 480: ICICI Direct|6.56 pm
28 Oct 2015|Sell Bharti Airtel; target of Rs 360: Emkay Global|6.47 pm
28 Oct 2015|Hold Bharti Airtel; target of Rs 390: Religare|6.39 pm
28 Oct 2015|Scope for 25-50 bps fall in lending rates: HDFC Bank|11.05 am
27 Oct 2015|Airtel board approves merger with Augere|10.12 pm
27 Oct 2015|Hold Bharti Airtel; target of Rs 380:Sharekhan|6.37 pm
27 Oct 2015|Hold Bharti Airtel; target of Rs 380:Religare|6.32 pm
27 Oct 2015|Bharti Airtel consolidated Sep '15 total income from operations at Rs 23,851.90 crore|4.42 pm
27 Oct 2015|Airtel and Eaton Towers conclude tower sale agreement in Burkina Faso|3.20 pm
27 Oct 2015|Short Bharti Airtel, recommends Amit Harchekar|3.09 pm
27 Oct 2015|Telcos will continue to face pricing pressure: Moody's|1.10 pm
26 Oct 2015|Airtel may invest $200-400mn in FY16 to ramp up 3G,4G infra|8.18 pm
26 Oct 2015|Buy ACC, UltraTech Cement: Sudarshan Sukhani|4.55 pm
26 Oct 2015|Go long in Idea Cellular, Bharti Airtel: SP Tulsian|11.58 am
26 Oct 2015|Focussing on increasing 3G users; Q2 usually weak: Idea|10.32 am
26 Oct 2015|Bharti Q2 net falls 2%; Africa biz improves, India down 1%|9.09 am
24 Oct 2015|Larger banks too will feel heat of payment bks: AK Purwar|2.00 pm
23 Oct 2015|Bharti Q2 net seen down 24%, ARPU & volume likely to be low|4.33 pm
21 Oct 2015|Buy Bharti Airtel, Exide Industries, Sun TV: Gaurav Bissa|3.06 pm
21 Oct 2015|Prefer BEML, Bharti Airtel: Sudarshan Sukhani|12.26 pm
21 Oct 2015|Snapdeal appoints Anup Vikal as Chief Financial Officer|10.35 am
20 Oct 2015|Airtel sells 8,300 mobile towers in Africa for $1.7 bn|5.30 pm
20 Oct 2015|Buy Bharti Airtel on dips: Parag Thakkar|4.46 pm
19 Oct 2015|DoT may conduct special audit of telcos from 2008 onwards|7.41 pm
19 Oct 2015|Is Re 1/call compensation best way to nip call drop menace?|11.34 am
19 Oct 2015|Don't see hit from tough-to-enforce call drop penalty: UBS|10.28 am
16 Oct 2015|GSM subscriber base rises to 733.14 mn in September: COAI|9.08 pm
16 Oct 2015|Mahindra Comviva to aid Airtel, Voda start mobile fin srvs|8.47 pm
16 Oct 2015|Top buzzing midcap stocks to trade on October 16|1.34 pm
16 Oct 2015|Airtel deal to sell over 3,500 towers in Africa collapses|12.22 pm
16 Oct 2015|Buy Bharti Airtel 340 Call, Put: Krish Subramanyam|12.17 pm
16 Oct 2015|Compensate for call drops from Jan 1, 2016: TRAI to telcos|10.35 am
16 Oct 2015|Mkt overreacting to penalty news, Bharti still a buy: IIFL|10.00 am
15 Oct 2015|Telcos may soon have to compensate customers for call drops|6.00 pm
15 Oct 2015|Short Bharti Airtel, CESC: Sacchitanand Uttekar|3.03 pm
15 Oct 2015|Sell Bharti Airtel, advises Sudarshan Sukhani|9.39 am
13 Oct 2015|Airtel offers freebies worth Rs 15k with iPhone 6s, 6s Plus|1.36 pm
12 Oct 2015|Bharti Airtel Q2 results on Oct 26, 2015|10.34 pm
09 Oct 2015|Positive on private sector banks: Nischal Maheshwari|11.15 am
05 Oct 2015|Airtel justifies 4G advertisement claims after ASCI rap|12.29 pm
05 Oct 2015|Flipkart appoints S Venkataraman as CFO for comm platform|9.26 am
30 Sep 2015|Go long in Bharti Airtel, says Sudarshan Sukhani|10.26 am
29 Sep 2015|Bharti Airtel may test Rs 280, says Shubham Agarwal|9.34 am
24 Sep 2015|Idea shifts all prepaid users to pay-per-second plan|2.43 pm
24 Sep 2015|Airtel launches Platinum 3G Service in Indore|9.21 am
23 Sep 2015|Airtel ties with Liquid Telecom for fibre network in Africa|3.55 pm
22 Sep 2015|Spectrum sharing: Will marginal players take exit route?|5.45 pm
21 Sep 2015|'PM pushing bureaucrats to be more supportive of industry'|10.09 pm
21 Sep 2015|Airtel to charge prepaid mobile users on per second usage|1.55 pm
21 Sep 2015|Bharti Airtel: Updates on outcome of AGM|10.49 am
14 Sep 2015|Idea plans to kickstart 4G operations by March|8.22 pm
14 Sep 2015|Exit Bharti Airtel on rise: Nooresh Merani|3.17 pm
11 Sep 2015|Call drops: Telcos approach DoT, TRAI for de-sealing towers|10.30 pm
10 Sep 2015|Sell Bharti Airtel on bounce: Hemen Kapadia|3.01 pm
09 Sep 2015|Airtel, Axiata in talks to merge Bangladesh operations|6.38 pm
09 Sep 2015|Top buzzing midcap stocks to trade on September 9|1.11 pm
08 Sep 2015|Idea says it is 'well-placed' to compete in 4G space|6.30 pm
08 Sep 2015|HDFC can bounce back, trade SBI with positive bias: Bhamre|10.08 am
08 Sep 2015|Expect Bharti Airtel to bounce back, target Rs 362: Bhamre|10.06 am
02 Sep 2015|Quarter of smartphone sales to be 4G by year end: Micromax|4.03 pm
02 Sep 2015|IHS completes tower sale and lease back deal from Airtel|3.01 pm
02 Sep 2015|Bharti Airtel: IHS closes tower sale and lease back agreement with Airtel Zambia|12.22 pm
31 Aug 2015|Buy Bharti Airtel, says Sudarshan Sukhani|10.58 am
30 Aug 2015|Airtel, Idea hike postpaid data tariffs by 20%|2.05 pm
28 Aug 2015|Sanjay Kapoor steps down as Chairman of Micromax|6.09 pm
26 Aug 2015|Bharti buys Augere Wireless; to get spectrum in MP, C'garh|5.04 pm
26 Aug 2015|Indian tablet shipment up 22% to 1.04 mn units in Q2: IDC|4.07 pm
25 Aug 2015|U-turn on payments bks: SBI head sees 'opportunity' for all|9.42 pm
25 Aug 2015|Bharti Airtel launch 4G services in Tawang|3.35 pm
25 Aug 2015|Look at HUL, Hero Motocorp, Bharti Airtel: Harendra Kumar|10.01 am
24 Aug 2015|Union Bank keen to join payments banks bandwagon|9.08 pm
21 Aug 2015|'Whatsapp' like movement in Indian finance sector: Nilekani|6.31 pm
21 Aug 2015|Airtel to widen Facebook's free Internet imprint in Africa|6.30 pm
21 Aug 2015|Positive on telecom, look at Bharti Airtel, Idea: Jai Bala|4.12 pm
21 Aug 2015|Airtel, Uber sign pact for free 4G Internet on the go|3.42 pm
21 Aug 2015|Looking to launch payment bank at the earliest: Airtel|3.42 pm
