date|text|time
22 Nov 2016|Indian Hotels convenes EGM on Dec 20 to seek Mistry removal|8.52 am
22 Nov 2016|Mistry's conduct caused harm to TCS, stakeholders: Tata Sons|8.00 am
21 Nov 2016|Mistry's conduct caused enormous harm to co, stakeholders: TCS|5.52 pm
21 Nov 2016|Tata Consultancy Services' EGM on December 13, 2016|8.55 am
17 Nov 2016|Mistry skips 2 key board meets of Tata group firms|8.34 pm
17 Nov 2016|TCS EGM on Dec 13 to consider removal of Mistry as director|8.34 pm
17 Nov 2016|After TCS meet, Mistry skips Tata Sons meeting today|3.00 pm
17 Nov 2016|Buy HDFC, sell Tata Consultancy Services: Rajat Bose|2.32 pm
17 Nov 2016|Tata Sons board meet may discuss removing Mistry's proxy powers|7.44 am
17 Nov 2016|Tata-Mistry feud: Key board meets of 2 Tata group cos today|7.30 am
16 Nov 2016|Buy TCS, Infosys; sell Kotak Mahindra Bank, SRF: Ashwani Gujral|12.26 pm
16 Nov 2016|Sell PC Jeweller, Titan Company; buy TCS: Ashwani Gujral|12.10 pm
16 Nov 2016|Buy SBI, ICICI Bank, TCS, Infosys, Sun Pharma: VK Sharma|11.52 am
15 Nov 2016|Nasscom may lower IT export revenue growth forecast tomorrow|7.32 pm
15 Nov 2016|Sell Tata Motors DVR, Axis Bank; buy TCS: Ashwani Gujral|3.17 pm
15 Nov 2016|Tata Global directors may back Mistry in board meet today|8.15 am
13 Nov 2016|Tata-Mistry spat unlikely to hit TCS operations: Analysts|12.04 pm
13 Nov 2016|Top six companies lose Rs 91,800 cr in market valuation|12.00 pm
11 Nov 2016|Tata-Mistry row: Institutional investors' vote to be decisive|8.32 am
11 Nov 2016|Mistry camp dubs Tata Sons' claims unsubstantiated, half-truth|8.00 am
10 Nov 2016|Mistry may up offensive against Tatas next week|10.18 pm
10 Nov 2016|Cyrus Mistry removed as TCS chairman; IHCL calls EGM|1.10 pm
10 Nov 2016|Tata Sons to call EGM to take up removal of Mistry: Sources|12.36 pm
10 Nov 2016|Ishaat Hussain appointed interim Chairman of TCS Board|8.14 am
08 Nov 2016|Buy Bajaj Holdings; sell TCS, ICICI Bank: Ashwani Gujral|1.54 pm
08 Nov 2016|Buy BHEL, Hindustan Zinc, NTPC; sell Dish TV, TCS: Sukhani|10.40 am
08 Nov 2016|Tata Sons board knew of Mistry's exit strategy for group cos|8.15 am
07 Nov 2016|Foreign investors seek speedy resolution of Tata-Mistry feud|4.28 pm
07 Nov 2016|Sell TCS, UPL; buy Strides Shasun: Ashwani Gujral|2.34 pm
04 Nov 2016|Indian IT industry can bounce back: Gopalakrishnan|4.04 pm
03 Nov 2016|LIC trimmed stake in Tata Group cos with Cyrus Mistry at helm|8.43 am
02 Nov 2016|Ramadorai to advise Ratan Tata over Mistry row: Sources|11.40 pm
02 Nov 2016|Sell TCS, Titan, Zee Ent; buy Schneider Electric: Gujral|9.17 am
31 Oct 2016|Top 6 cos lose Rs 26,191 cr in m-cap, Infosys hit hard|3.50 pm
28 Oct 2016|Tata group companies lose over Rs 26,000 cr in mcap in 3 days|9.12 am
27 Oct 2016|Ousted Tata boss's hostile defence takes boardroom battle public|12.03 pm
27 Oct 2016|No drop in Tata Sons dividend payout after Mistry appointment|9.21 am
26 Oct 2016|TCS chief's elevation to Tata Sons Board fitting: Nasscom prez|12.00 pm
26 Oct 2016|Tata Sons inducts Ralf Speth, N Chandrasekaran on board|8.08 am
25 Oct 2016|Tata management shake-up may slow group's debt reduction process|12.36 pm
25 Oct 2016|Buy, sell, hold: 12 stocks to focus before it's too late|12.16 pm
25 Oct 2016|Quick take: How to trade Tata group stocks post Mistry’s exit?|10.31 am
25 Oct 2016|Here are a few investment ideas from Prakash Diwan|9.55 am
25 Oct 2016|Ratan Tata in the saddle is positive in long-term, feel experts|8.35 am
24 Oct 2016|Tata Group's market-cap doubled under Mistry's leadership|7.36 pm
24 Oct 2016|Tata Sons sacks Cyrus Mistry as Chairman|4.59 pm
24 Oct 2016|Buy Uflex, Magma Fincorp, Canara Bank: Ashwani Gujral|3.44 pm
24 Oct 2016|Buy TCS, Infosys, HUL, REC, Shriram Trans; sell JSPL: Sukhani|10.31 am
21 Oct 2016|Experts do not see much downside for Wipro going forward|7.52 pm
21 Oct 2016|Hold TCS; target of Rs 2505: Geojit BNP Paribas|6.03 pm
21 Oct 2016|Accumulate TCS; target of Rs 2570: KR Choksey|12.57 pm
21 Oct 2016|HCL Tech can continue to outperform the sector: Experts|9.48 am
20 Oct 2016|Buy TCS, Whirlpool; Yes Bank looks good: Rajat Bose|3.42 pm
19 Oct 2016|Hold TCS; target of Rs 2275: Axis Direct|5.11 pm
18 Oct 2016|Accumulate TCS; target of Rs 2650: Prabhudas Lilladher|5.55 pm
18 Oct 2016|TCS extends partnership with Singapore Marathon|4.15 pm
18 Oct 2016|Buy LIC Housing Finance, TCS, Bharat Electronics: Mitesh Thacker|2.50 pm
18 Oct 2016|TCS given prestigious title for sixth consecutive year|8.54 am
18 Oct 2016|Tata Group to gain from Brexit, fall in pound sterling|8.48 am
17 Oct 2016|Hold TCS; target of Rs 2530: Centrum|5.30 pm
17 Oct 2016|Buy TCS; target of Rs 2600: ICICI Direct|5.30 pm
15 Oct 2016|Sell Andhra Bank, Dish TV; buy DHFL: Mitesh Thacker|3.38 pm
15 Oct 2016|Infosys sees no 'particular' impact of Brexit|1.28 pm
14 Oct 2016|Infosys still a long-term buy; like Tube Investments: Tulsian|7.29 pm
14 Oct 2016|TCS gains 2%, Infosys falls 5% but which IT co fared well in Q2?|4.26 pm
14 Oct 2016|Buy Infosys, Persistent Systems: Sudip Bandopadhyay|4.12 pm
14 Oct 2016|Hold TCS; target of Rs 2320: Edelweiss|2.40 pm
14 Oct 2016|Hold TCS; target of Rs 2584: Arihant Capital|2.39 pm
14 Oct 2016|Sell Zee Entertainment, Bata India; buy GNFC: Ashwani Gujral|12.30 pm
14 Oct 2016|Despite steady Q2, analysts red flag Infosys over guidance cut|12.00 pm
14 Oct 2016|NASSCOM to wait for more earnings before reviewing FY17 guidance|11.59 am
14 Oct 2016|Cautious analysts lower growth estimates post TCS Q2|11.33 am
14 Oct 2016|Buy Petronet LNG, Bharat Fin Inclusion; sell Jet, Axis Bk:Gujral|9.51 am
14 Oct 2016|Here are Deven Choksey's top trading ideas|9.25 am
14 Oct 2016|Buy, sell or hold: 5 most important stocks to focus today|8.48 am
14 Oct 2016|TCS' Chandrasekaran shrugs off Trump, Brexit fears|7.36 am
13 Oct 2016|TCS confident of maintaining margins; end year at good level|7.27 pm
13 Oct 2016|More pain in store for TCS, growth woes priced in stock: Pros|5.29 pm
13 Oct 2016|Tata Consultancy Services: Announces Q2 Results (Standalone & Consolidated)|5.14 pm
13 Oct 2016|Tata Consultancy Services declares a Second Interim Dividend of Rs. 6.50|5.09 pm
13 Oct 2016|TCS Q2 net up 4% at Rs 6586cr, $ rev disappoints, margins steady|4.40 pm
13 Oct 2016|TCS may test Rs 2100, says Rajat Bose|3.16 pm
13 Oct 2016|IT sector to bottom out; to watch TCS guidance on BFSI: Experts|11.16 am
13 Oct 2016|IT sector beaten down, no great expectation from TCS: Expert|10.06 am
12 Oct 2016|TCS Q2 PAT seen down 1.4% at Rs 6231.1 cr: Kotak Sec.|5.46 pm
12 Oct 2016|TCS Q2 net seen down at Rs 6260 cr, dollar revenue may rise 1.8%|3.04 pm
10 Oct 2016|TCS Q2 PAT seen down 2.2% at Rs 6178.2 cr: Motilal Oswal|5.44 pm
10 Oct 2016|Buy PC Jeweller, Bata, JSW Steel; sell LIC Housing: Gujral|2.13 pm
07 Oct 2016|Buy Infosys, TCS at current level: Sudip Bandopadhyay|4.15 pm
07 Oct 2016|Prefer Infosys, TCS, HCL Tech, Tech Mahindra: Gaurang Shah|3.52 pm
05 Oct 2016|Buy Apollo Tyres, UltraTech Cement; sell TCS: Sandeep Wagle|2.25 pm
04 Oct 2016|TCS: Q2 results on October 13, 2016|6.45 pm
04 Oct 2016|Hindustan Zinc enters Rs 1 lakh cr m-cap league|9.48 am
28 Sep 2016|Investors upbeat over India's reforms push: BCG|4.22 pm
27 Sep 2016|TCS recognised as leading global financial technology provider|10.16 am
26 Sep 2016|Top six cos add Rs 33,985 cr in m-cap, RIL scales up the most|7.50 am
23 Sep 2016|Don't prefer TCS, rate HCL Tech as outperform: Credit Suisse|3.00 pm
23 Sep 2016|Tata group strengthens presence in Myanmar|10.30 am
16 Sep 2016|Buy, hold or sell?: Brokers analyse these 4 stocks|9.58 am
14 Sep 2016|Adobe CEO Shantanu Narayen's advice to Indian IT cos|9.37 pm
12 Sep 2016|Buy, hold or sell?: Brokers analyse these 6 stocks|9.10 am
11 Sep 2016|Top four cos lose Rs 40,780 cr in mcap; TCS hit hard|11.20 am
10 Sep 2016|Underweight on IT sector, risks still remain: Abhay Laijawala|12.25 pm
09 Sep 2016|Red alert: IT stocks rally, TCS up 1% but sector pain to return|12.54 pm
09 Sep 2016|Here are top trading stocks to keep an eye on September 9|8.54 am
09 Sep 2016|Buy, sell or hold: 6 stocks that analysts will focus today|8.31 am
08 Sep 2016|Amid profit warning, experts discuss bull vs bear case for TCS |4.49 pm
08 Sep 2016|Are IT cos giving the sector a poor name by lowering guidance?|11.35 am
08 Sep 2016|Nasscom to review IT guidance for this fiscal after Q2 earnings|10.35 am
08 Sep 2016|Buy Siemens, Tata Chemicals; sell Tech Mahindra, TCS: Gujral|9.27 am
08 Sep 2016|TCS cautious on its BFSI biz, to update investors in Q2|8.40 am
30 Aug 2016|TCS and GE to revolutionise gas turbine manufacturing|8.52 pm
30 Aug 2016|Here are some trading bets from Mehraboon Irani|12.41 pm
29 Aug 2016|Tata group entities team up with world's top universities|6.36 pm
29 Aug 2016|TCS recognised in leadership zones in new report by Zinnov|6.36 pm
29 Aug 2016|Tata, Yale form alliance for promoting research|12.54 pm
29 Aug 2016|Sell Strides Shasun, Larsen & Toubro: Ashwani Gujral|10.56 am
26 Aug 2016|Tulsian's take on Trident, IGL, Century Textiles & other stocks|9.14 pm
24 Aug 2016|TCS settles Orange County lawsuit for $26 mn; shares down|1.52 pm
24 Aug 2016|Investment tips: 6 bumper stocks that analysts are focusing on|8.45 am
22 Aug 2016|Buy Lloyd Electric, Jain Irrigation; sell TCS: Ashwani Gujral|2.41 pm
22 Aug 2016|Buy Sun TV; avoid Idea Cellular, Bharti Infratel: Sukhani|11.32 am
18 Aug 2016|JetBlue extends agreement with TCS|6.00 pm
17 Aug 2016|Buy TVS Motor; sell Ambuja Cements, ICICI Bank: Ashwani Gujral|12.37 pm
17 Aug 2016|Buy Tata Communications, sell TCS: Mitesh Thacker|11.54 am
17 Aug 2016|Brexit will create uncertainty but may not hit IT cos much: Pros|10.12 am
16 Aug 2016|Buy Cipla, Reliance Capital; sell TCS: Ashwani Gujral|2.54 pm
11 Aug 2016|Buy TCS; short Larsen & Toubro, Siemens: Mitesh Thacker|11.27 am
11 Aug 2016|Buy Zee Entertainment, Tata Consultancy Services: Sukhani|9.26 am
08 Aug 2016|'Prefer Infosys, HCL Tech, Wipro in IT; -ve on TCS & TechM'|9.55 am
05 Aug 2016|Short ITC, TCS; buy Yes Bank: Amit Harchekar|3.14 pm
03 Aug 2016|Preference would be Infosys followed by HCL Tech: SP Tulsian|9.26 am
02 Aug 2016|Bullish on NBCC, Engineers India, Suprajit Engineering: IIFL|4.09 pm
31 Jul 2016|Top 8 cos add Rs 46,505 cr in market valuation; TCS shines|2.04 pm
26 Jul 2016|Adani Ports, TCS, Infosys among Forbes super 50 list|11.20 am
24 Jul 2016|Top seven cos add Rs 27,904 crore in market valuation|3.30 pm
22 Jul 2016|IT an ugly duckling for now, but this stock may be a bargain: CS|10.30 am
20 Jul 2016|Avoid IT stocks, prefer Fortis Healthcare: Shahina Mukadam|3.15 pm
20 Jul 2016|Bull's Eye: Buy Ceat, Crompton, IOC, BEML; sell Dabur, TCS|7.56 am
20 Jul 2016|Brexit could delay some discretionary spend: Wipro|7.56 am
19 Jul 2016|TCS recognised as leader by Everest Group report|8.28 pm
19 Jul 2016|Prefer TCS over Wipro: Sharmila Joshi|4.38 pm
18 Jul 2016|Sell Tech Mahindra, Mindtree: Ashwani Gujral|10.44 am
18 Jul 2016|Go long in Reliance Industries, says Sudarshan Sukhani|9.36 am
18 Jul 2016|Don't rush to buy these post-Q1 largecaps: Elara Cap|9.16 am
15 Jul 2016|Infosys vs TCS: How they stack up after Q1|9.55 pm
15 Jul 2016|Buy Lupin, HDFC Bank, Bharti Airtel: Ashwani Gujral|3.05 pm
15 Jul 2016|Sell M&M Financial, Tech Mahindra; buy Tata Motors: Gujral|12.30 pm
15 Jul 2016|Lowest Q1 volume growth in 8 yrs worry TCS, but analysts bullish|9.15 am
15 Jul 2016|See limited returns from TCS, prefer Infosys: Edelweiss|8.51 am
15 Jul 2016|Houseviews: Analysts bet on 7 largecaps, 5 midcaps for profit|8.36 am
15 Jul 2016|TCS watching Europe post-Brexit; says no caution to report yet|8.20 am
14 Jul 2016|What are 3 key headwinds for TCS? Brexit, currency & visa regime|6.40 pm
14 Jul 2016|Experts divided on TCS margin numbers, say stock will rise|5.04 pm
14 Jul 2016|Buy Infosys, Tata Consultancy Services: Prakash Diwan|4.23 pm
14 Jul 2016|TCS Q1 profit beats forecast at Rs 6318cr, $ revenue rises 3.7%|4.19 pm
14 Jul 2016|TCS, Infosys Q1 to grow 4% in constant-currency terms: Prabhudas|10.51 am
14 Jul 2016|Buy TCS, Infosys, GMDC, Vardhman Tex, Exide: Ashwani Gujral|9.41 am
14 Jul 2016|Here are a few investment ideas from Mayuresh Joshi|9.09 am
13 Jul 2016|TCS Q1 profit seen down 3% at Rs 6176 cr: Motilal Oswal|6.24 pm
13 Jul 2016|TCS Q1 profit seen down 4.7%, dollar revenue growth may be 3.8%|5.41 pm
13 Jul 2016|Hold TCS, may test Rs 2680: Shahina Mukadam|3.15 pm
13 Jul 2016|Buy TCS, Bata India, Essel Propack, JSW Steel: Ashwani Gujral|12.17 pm
13 Jul 2016|TCS Q1 PAT may fall 3.6% at Rs 6112.8 cr: ICICIdirect|9.12 am
12 Jul 2016|Q1 earnings: Which sectors will do well, which won't?|3.08 pm
12 Jul 2016|Buy Tata Consultancy Services, targets Rs 2502-2520: Rajat Bose|9.12 am
09 Jul 2016|TCS Non-Executive Director Phiroz Vandrevala steps down|2.42 pm
08 Jul 2016|Short Bharti Infratel, TCS, Tata Steel, SBI, ICICI Bank: Gujral|11.38 am
08 Jul 2016|Buy RCF, Lupin; sell TCS, Just Dial, Tata Steel: Ashwani Gujral|9.34 am
07 Jul 2016|TCS Q1 results on July 14, 2016|9.56 pm
07 Jul 2016|Buy HUL, CONCOR, Ambuja Cements; sell TCS: Chandan Taparia|3.19 pm
07 Jul 2016|Buy Cadila Health, Hindustan Unilever; sell TCS: Sandeep Wagle|2.54 pm
05 Jul 2016|TCS partners with Royal College of Physicians of Ireland|2.42 pm
29 Jun 2016|Here are SP Tulsian's top trading ideas|9.11 am
28 Jun 2016|Sell TCS on bounce, target Rs 2400: Chandan Taparia|12.04 pm
28 Jun 2016|Buy TCS, Snowman Logistics, Colgate; short Bosch: Rajat Bose|9.44 am
27 Jun 2016|Buy Biocon, Bajaj Finance; sell TCS: Ashwani Gujral|2.36 pm
27 Jun 2016|Best buys: Which stocks are brokerages backing after Brexit|11.43 am
27 Jun 2016|Buy AB Nuvo, Exide Industries; sell TCS: Sandeep Wagle|11.25 am
27 Jun 2016|Which Indian IT stock can beat Brexit storm as uncertainty rises|9.15 am
23 Jun 2016|Sell TCS; buy YES Bank, Sun Pharmaceutical: Ashwani Gujral|1.19 pm
23 Jun 2016|Brexit: Which Indian IT cos may gain or fall on EU referendum|7.04 am
22 Jun 2016|TCS partners 4 colleges for creating Big Data talent|11.30 am
20 Jun 2016|Buy Hero Moto, Tech Mahindra, TCS: Ashwani Gujral|3.20 pm
20 Jun 2016|Buy Reliance Industries, TCS, ACC: Sudarshan Sukhani|2.46 pm
20 Jun 2016|TCS & Sernova Financial in strategic partnership|1.18 pm
20 Jun 2016|Buy M&M Financial, YES Bank, UPL, L&T; positive on DLF: Gujral|1.11 pm
20 Jun 2016|TCS may test Rs 2660; short Federal Bank: Prakash Gaba|9.37 am
17 Jun 2016|TCS on track to lead the digital revolution: Cyrus Mistry|4.45 pm
17 Jun 2016|Buy TCS, Indiabulls Real Estate, ITC: Ashwani Gujral|2.58 pm
13 Jun 2016|Randstad partners with TCS to leverage public cloud marketplace|11.54 am
13 Jun 2016|Desktops, laptops still popular mode of accessing Internet: TCS|8.12 am
10 Jun 2016|Cash-rich firms may deepen govt bond mkt, but spur volatility|3.41 pm
09 Jun 2016|Buy DHFL, HPCL, Hindalco; sell TCS: Chandan Taparia|3.00 pm
09 Jun 2016|Sell Tata Consultancy Services, target Rs 2560: CA Rudramurthy|1.04 pm
09 Jun 2016|Allowing unions in TN unlikely to impact IT industry: Mindtree|12.10 pm
09 Jun 2016|Tatas extend Rs 56 cr funding to British Royal Society's URF|8.56 am
07 Jun 2016|Go long in YES Bank, sell TCS: Prakash Gaba|9.20 am
31 May 2016|TCS may test Rs 2680, Dr Reddy's Rs 3240, Titan Rs 390: Gaba|10.57 am
31 May 2016|6 stocks likely to see lot of action today|9.12 am
30 May 2016|Wipro onsite employees to get 2% pay hike, offshore staff 9.5%|5.29 pm
30 May 2016|Buy Hero MotoCorp, Infosys; sell Bharat Forge: Sudarshan Sukhani|2.20 pm
30 May 2016|Buy CONCOR, TCS, Siemens: Ashwani Gujral|12.35 pm
30 May 2016|Buy SBI, TCS, NMDC; Zee Entertainment will outperform: Sukhani|9.43 am
26 May 2016|Buy L&T, TCS, Axis Bank, Dabur India: Sudarshan Sukhani|10.10 am
26 May 2016|India home to 56 of the world's largest public firms: Forbes|9.44 am
25 May 2016|Here are some stock picks from SP Tulsian|11.08 am
24 May 2016|TCS AGM on June 17, 2016|9.35 pm
24 May 2016|Short Axis Bank, TCS; like CESC, Manappuram Finance: Gaba|10.44 am
20 May 2016|Buy Wipro 540 Call, TCS 2550 Call, Ceat 960 Put: VK Sharma|11.22 am
18 May 2016|Sell United Breweries, TCS; buy Unichem Labs: Ashwani Gujral|2.09 pm
18 May 2016|Major US media outlet outsourcing IT jobs to India: Report|11.18 am
18 May 2016|Buy TCS, target Rs 2650; short Nifty: Amit Gupta|10.34 am
17 May 2016|Daily wrap-up: Top stories from the world of tech & business|7.58 pm
17 May 2016|Buy GAIL India, BPCL, ONGC, enter IT stocks: Ashwani Gujral|12.20 pm
17 May 2016|Sun TV may test Rs 500, Infosys Rs 1400: Ashwani Gujral|10.09 am
16 May 2016|Buy Infosys, SKS Microfinance: Sudarshan Sukhani|9.52 am
13 May 2016|Reliance Industries may test Rs 1030, TCS Rs 2600: Prakash Gaba|11.23 am
13 May 2016|Buy Sun Pharma 820 Call, TCS 2600 Call: VK Sharma|10.14 am
13 May 2016|Super Six stocks you can bet on May 13|8.47 am
12 May 2016|Look at Infosys, says Avinnash Gorakssakar|4.15 pm
12 May 2016|Buy TCS, Reliance Industries, Sun TV: Sudarshan Sukhani|2.36 pm
12 May 2016|Buy Voltas 330 Call, TCS 2600 Call: Gaurav Bissa|1.43 pm
12 May 2016|Buy BPCL, TCS, Reliance Industries: Ashwani Gujral|12.02 pm
11 May 2016|Buy HUL, TCS, Shriram Transport Finance: Sudarshan Sukhani|1.15 pm
09 May 2016|Hold TCS; target of Rs 2708: Geojit BNP Paribas|5.14 pm
09 May 2016|Buy JSW Steel, Bajaj Auto, GAIL; RIL may hit Rs 1040: Gujral|12.37 pm
01 May 2016|Top three cos add Rs 34,256 cr in m-cap; TCS shines|10.46 am
28 Apr 2016|Hold TCS; target of Rs 190 : Arihant Capital|1.52 pm
26 Apr 2016|TCS Wins the National Intellectual Property Award|8.00 pm
26 Apr 2016|Buy TCS; target of Rs 2750: ICICIDirect|5.23 pm
25 Apr 2016|Hold TCS; target of Rs 2546: Axis Securities|3.47 pm
22 Apr 2016|Vistara, TCS enter into strategic partnership|2.48 pm
22 Apr 2016|Vistara & TCS in strategic partnership|10.52 am
21 Apr 2016|Buy Firstsource Solutions; sell TCS, Ambuja Cements: Gujral|3.23 pm
21 Apr 2016|Infosys to see upside if growth rate surpasses 13%: Moshe Katri|9.01 am
21 Apr 2016|Wipro aims $15 bn revenue by 2020|8.36 am
20 Apr 2016|TCS vs Infosys vs Wipro: Key Q4 numbers in one chart|5.25 pm
20 Apr 2016|Wipro Q4 in line; Q1FY17 guidance disappointing: Analysts|5.19 pm
20 Apr 2016|Buy TCS on declines, says CA Rudramurthy BV|3.05 pm
20 Apr 2016|TCS slips 3% but analysts unperturbed by Q4 margin decline|12.13 pm
20 Apr 2016|Buy TCS, HDFC for long term: Ashwani Gujral|10.44 am
20 Apr 2016|TCS may test Rs 2595, Balrampur Chini Rs 115: Rajat Bose|9.26 am
20 Apr 2016|Infosys has higher upside compared to TCS: IDBI Cap|9.19 am
19 Apr 2016|Sell TCS; target of Rs 2300: Religare|11.16 am
19 Apr 2016|Buy TCS; target of Rs 2750: Sharekhan|11.16 am
18 Apr 2016|TCS hikes wages by 8-12%; sees lower gross hiring in FY17|9.16 pm
18 Apr 2016|TCS Q4 margins disappoint but FY17 outlook good: Analysts|6.55 pm
18 Apr 2016|No headwinds expected in FY17; see growth in all verticals: TCS|6.54 pm
18 Apr 2016|TCS Q4 profit rises 3.8%, revenue in line; sees strong FY17|5.12 pm
18 Apr 2016|TCS expected to grow 2%;Infy stock may re-rate further:Edelweiss|4.16 pm
18 Apr 2016|Hold Tata Consultancy Services: Sandip Agarwal|4.12 pm
18 Apr 2016|TCS Q4 PAT seen up 1.4% at Rs 6196.3 cr: Motilal Oswal|12.30 pm
18 Apr 2016|Trade Infosys with positive bias: Hemant Thukral|10.53 am
18 Apr 2016|Post Q4, prefer Infosys to TCS: Prabhudas Lilladher|9.24 am
16 Apr 2016|US jury slaps $940mn fine on Tata cos in trade secret case|2.00 pm
16 Apr 2016|TCS Q4 net seen up 2%, dollar revenue may grow 1.4%: Poll|1.56 pm
15 Apr 2016|Infosys forecasts stronger growth as it chases $20 bn target|9.27 pm
14 Apr 2016|Modest sequential Q4 revenue growth for IT cos: Analysts|2.50 pm
13 Apr 2016|Will Q4 be start of the end of earnings downgrade cycle?|7.57 pm
11 Apr 2016|Prefer Infosys, HCL Tech, TCS: Mayuresh Joshi|4.05 pm
11 Apr 2016|Infy to grow by over 2%; 30-60 bps margin expansion for IT: IIFL|12.30 pm
11 Apr 2016|Buy Bata, DLF; sell IRB Infra, TCS: Chandan Taparia|11.23 am
11 Apr 2016|Buy Infosys, Just Dial, Suven Life; sell TCS: Sandeep Wagle|10.51 am
08 Apr 2016|Prefer IT stocks for long term: Ajay Bagga|4.20 pm
07 Apr 2016|Buy TCS, Infosys: Sudarshan Sukhani|4.36 pm
07 Apr 2016|Buy TCS, IndusInd Bank, BPCL: Sudarshan Sukhani|9.14 am
18 Mar 2016|Infosys may move to Rs 1300-1350: Gaurang Shah|2.52 pm
18 Mar 2016|Sell Maruti, Asian Paints; buy TCS, Indiabulls Housing: Gujral|9.42 am
17 Mar 2016|HDFC Bank launches dedicated product for start-ups|7.54 am
15 Mar 2016|Buy Pipavav Defence, Sadbhav Engineering, Jet Airways: Gujral|1.39 pm
11 Mar 2016|TCS certified as top employer in US for 2nd straight year|1.52 pm
11 Mar 2016|Sell JSPL, Ashok Leyland; buy TCS: Ashwani Gujral|1.42 pm
08 Mar 2016|Buy Eicher Motors, target Rs 21500: Ashwani Gujral|4.12 pm
03 Mar 2016|Buy Motherson Sumi, like TCS, HDFC may climb to Rs 1140: Gaba|9.11 am
02 Mar 2016|TCS and GE enter strategic alliance to expand industrial internet through Digital Reimagination|4.15 pm
02 Mar 2016|ITC becomes third most valued co; surpasses Infosys, HDFC Bank|8.14 am
01 Mar 2016|Bullish on BFSI in long-run but this year 'tough': Cognizant|8.15 pm
01 Mar 2016|IndusInd Bank may test Rs 850, TCS Rs 2125: Prakash Gaba|11.13 am
29 Feb 2016|TCS recognised as Global Top Employer|6.04 pm
25 Feb 2016|Buy Lupin, BEML; avoid IT stocks: Sudarshan Sukhani|12.00 pm
24 Feb 2016|6 stocks likely to see lot of action today|9.12 am
23 Feb 2016|TCS helps element drive fleet technology transformation|4.31 pm
19 Feb 2016|Sell Suzlon Energy, says Ashish Kyal|4.27 pm
18 Feb 2016|Positive on Infosys, TCS, Mindtree: SP Tulsian|4.14 pm
17 Feb 2016|TCS launches its digital reimagination studio in Silicon Valley|11.58 am
16 Feb 2016|Buy Axis Bank, Tata Consultancy Services: Rahul Mohindar|3.22 pm
16 Feb 2016|Buy TCS, sell BHEL: Kunal Bothra|2.46 pm
12 Feb 2016|Buy TCS, says Ashish Kyal|3.08 pm
12 Feb 2016|TCS may move to Rs 2650, says Gaurang Shah|3.07 pm
12 Feb 2016|Buy Tata Consultancy Services, says Rahul Mohindar|11.53 am
09 Feb 2016|Banking, fin services segment ahead of co's overall growth: TCS|7.19 pm
08 Feb 2016|Buy Siemens, Kotak Mahindra Bank; short TCS: Sameet Chavan|3.05 pm
06 Feb 2016|Positive on IT space, says Ratnesh Kumar|12.26 pm
05 Feb 2016|IT services growth seen slowing as clients curb spending|7.44 am
04 Feb 2016|Buy REC; sell Tata Consultancy Services: Sameet Chavan|3.10 pm
04 Feb 2016|Buy Zee Entertainment, TCS may head above Rs 2400: Sukhani|9.44 am
02 Feb 2016|Have crossed 13.5% constant currency growth in CY15: TCS CEO|1.30 pm
02 Feb 2016|Buy CESC; short Tata Consultancy Services: Sameet Chavan|12.16 pm
01 Feb 2016|$15bn revenues in 4 yrs a goal grounded in reality: Wipro CEO|10.32 pm
21 Jan 2016|Sell NHPC; buy Idea Cellular: Prakash Gaba|11.00 am
19 Jan 2016|Positive on Wipro, says Prakash Diwan|12.25 pm
19 Jan 2016|Visa to have impact running into multi-million dollars: Wipro|9.41 am
18 Jan 2016|India Inc's pledged shares reach 7-year high of Rs 2 lakh cr|3.58 pm
18 Jan 2016|TCS launches Optumera and OmniStore retail solutions|1.27 pm
15 Jan 2016|Buy TCS; target of Rs 2550: Firstcall Research|6.44 pm
15 Jan 2016|Hold TCS; target of Rs 2,475: Axis Securities|5.09 pm
15 Jan 2016|Buy TCS; target of Rs 2600: ICICI Direct|12.39 pm
15 Jan 2016|Infosys may hit Rs 1200: Amit Gupta|12.18 pm
15 Jan 2016|Hold TCS; target of Rs 2,400: Emkay|11.24 am
15 Jan 2016|Hold TCS; target of Rs 2,410: Edelweiss|11.22 am
15 Jan 2016|Infosys vs TCS: The race is no longer one-sided|11.04 am
15 Jan 2016|Infosys appoints Punita Sinha on board; faces flak on Twitter|9.04 am
14 Jan 2016|Buy TCS; target of Rs 2575:Motilal Oswal|5.23 pm
14 Jan 2016|Buy Infosys, Reliance Industries, Asian Paints: CA Rudramurthy|2.53 pm
14 Jan 2016|Buy Tata Consultancy Services: Saurabh Mukherjea|1.22 pm
14 Jan 2016|Visa fee hike to have less than 0.3% impact on margins: Infosys|12.46 pm
14 Jan 2016|Industry leading, peer beating performance by Infosys: Envision|11.32 am
14 Jan 2016|Buy TCS; target of Rs 2600: Prabhudas Lilladher|10.10 am
14 Jan 2016|Hold TCS; target of Rs 2450: Religare|10.07 am
14 Jan 2016|Buy TCS; target of Rs 2795: Reliance Securities|10.01 am
14 Jan 2016|Buy TCS; target of Rs 2750: Sharekhan|9.43 am
13 Jan 2016|Buy HDFC, Yes Bank, HDFC Bank: Sudarshan Sukhani|5.08 pm
13 Jan 2016|Buy TCS, Infosys, L&T for long term: Dilip Bhat|4.35 pm
13 Jan 2016|Exit MEP Infrastructure; hold Allcargo Logistics: Pankaj Jain|3.39 pm
