date|text|time
27 Oct 2016|Bajaj tie-up to add customers, improve distribution: Gulf Oil|12.57 pm
27 Oct 2016|Gulf Oil ties up Bajaj Auto for lubes|8.20 am
26 Oct 2016|Hero MotoCorp's Q2 show stellar, Q3 volumes crucial: Analysts|6.56 pm
24 Oct 2016|Rahul Rathi, a wizard of Dalal Street, has 2 investing styles|11.46 am
19 Oct 2016|Buy GNFC, Century Textiles, Bajaj Auto; sell Petronet: Gujral|12.25 pm
19 Oct 2016|Top trading bets from SP Tulsian|9.23 am
17 Oct 2016|Bajaj Auto Q2 PAT seen up 9.1% to Rs 1067.1 cr: Centrum|6.18 pm
17 Oct 2016|Sell Dabur India, CESC, Bajaj Auto: Sudarshan Sukhani|1.22 pm
17 Oct 2016|Sell Bajaj Auto, Bata, CESC; buy IOC, L&T Finance: Gujral|9.08 am
17 Oct 2016|Buy, sell, hold: 8 stocks to watch out as Q2 earnings start|8.48 am
13 Oct 2016|Look at auto, pharma stocks post correction: Vijay Chopra|2.59 pm
12 Oct 2016|Bajaj Auto Q2 PAT seen up 6.8% at Rs 1045.3 cr: Kotak Sec.|1.58 pm
04 Oct 2016|RBI Monetary Policy: Will bank & auto stocks benefit from rate cut?|5.00 pm
04 Oct 2016|Buy, sell or hold: Best stocks from auto, steel, telecom & oil|9.58 am
03 Oct 2016|Bajaj Auto: September'16 Sales|6.48 pm
03 Oct 2016|Buy Sun Pharma, Grasim, JSW Steel: Rahul Shah|12.50 pm
03 Oct 2016|Bajaj Auto domestic business 'firing on all cylinders': Prez|11.51 am
03 Oct 2016|Bajaj Auto sales slip 2% in Sep, but motorcycles stand out|11.50 am
03 Oct 2016|Buy Bajaj Auto, Havells; sell Infosys: Ashwani Gujral|10.02 am
30 Sep 2016|Hold Bajaj Auto; target of Rs 2806: Edelweiss|2.40 pm
30 Sep 2016|Sell Cipla, Wockhardt; buy United Spirits: Ashwani Gujral|11.44 am
30 Sep 2016|Buy TV18 Broadcast 45 Call, Bajaj Auto 2800 Put: VK Sharma|11.34 am
30 Sep 2016|Sell IOC, DHFL, Yes Bank, ACC: Mitesh Thacker|11.31 am
29 Sep 2016|TVS Motor may touch Rs 400-420, says Ashwani Gujral|3.28 pm
22 Sep 2016|Checkout why Tulsian is upbeat on these NBFCs|10.19 pm
22 Sep 2016|Overall value of top 50 brands dips 2% this year: Report|8.16 am
21 Sep 2016|Here's why SPTulsian upbeat on Bajaj Finserv, Bajaj Finance|8.03 pm
21 Sep 2016|Buy Eicher Motors on every correction, says Dipan Mehta|4.37 pm
21 Sep 2016|Prefer Bajaj Auto, Hero MotoCorp: Ashwani Gujral|11.16 am
21 Sep 2016|Rajiv Bajaj says new launches will take fight to Royal Enfield|10.16 am
21 Sep 2016|Sell Bajaj Auto, buy Biocon: Hemant Thukral|10.05 am
21 Sep 2016|Expect profit booking in Bajaj Auto, Hero Moto: Mitesh Thacker|10.05 am
20 Sep 2016|Buy Tata Motors, Maruti Suzuki on declines: Mitesh Thacker|4.56 pm
20 Sep 2016|Sell HDIL, Bajaj Auto; buy IFCI: Sandeep Wagle|3.09 pm
16 Sep 2016|Tulsian's take on 2-wheeler cos & Orient Paper's demerger|6.08 pm
10 Sep 2016|Like consumption stocks including tractor, OMC: Abhay Laijawala|12.24 pm
08 Sep 2016|Tulsian's view on Yes Bk QIP, Mahindra CIE deal, auto cos & more|5.46 pm
08 Sep 2016|Buy Reliance Industries, Bajaj Auto, JM Financial: Gujral|2.35 pm
03 Sep 2016|Bank, auto favourite picks, says Gautam Shah|12.01 pm
02 Sep 2016|Bajaj Auto sales down 5% in August|11.32 am
02 Sep 2016|Aim to meet exports target of 16 lk units in FY17: Bajaj Auto|11.00 am
02 Sep 2016|Bajaj Auto sells 3.25 lakh vehicles in August 2016|10.43 am
01 Sep 2016|Buy M&M, KPIT Tech, Igarashi Motors: Mitesh Thacker|11.34 am
26 Aug 2016|Buy Biocon; Asian Paints good money spinner: Rajat Bose|10.24 am
25 Aug 2016|Will Bajaj Holdings' book value discount narrow?|12.29 pm
23 Aug 2016|Here are a few stock ideas from Prakash Diwan|10.09 am
17 Aug 2016|Go long in Bajaj Auto, target Rs 3000; short Nifty: Amit Gupta|10.50 am
17 Aug 2016|Buy Jain Irrigation; Bajaj Auto, REC will head higher: Sukhani|10.49 am
09 Aug 2016|Here are a few investment ideas from Prakash Diwan|10.43 am
09 Aug 2016|Sell Bajaj Auto, Hero MotoCorp: Rajat Bose|9.53 am
05 Aug 2016|Buy Bajaj Auto, SRF, Ceat: Sandeep Wagle|2.01 pm
02 Aug 2016|Motorcycle biz may grow by 40% in 2nd half of FY17: Bajaj Auto|10.59 am
02 Aug 2016|Bajaj Auto sells 3.29 lakh units in July 2016|9.57 am
01 Aug 2016|Hold Bajaj Auto; target of Rs 2667: Axis Direct|4.00 pm
29 Jul 2016|Buy Bajaj Auto, says Ashu Madan|4.16 pm
29 Jul 2016|Bullish on Bajaj Auto, says Sandeep Wagle|4.15 pm
29 Jul 2016|Eicher's chief doffs hat to Rajiv Bajaj, eyes 30% margin growth|3.47 pm
29 Jul 2016|Buy Bajaj Auto; target of Rs 2900: Religare|12.48 pm
28 Jul 2016|Bajaj Auto: Outcome of AGM|11.53 am
27 Jul 2016|New launches, Pay Commission to boost growth for Bajaj Auto|3.39 pm
27 Jul 2016|Bajaj Auto Q1 profit up 2%, weak exports drag realisations 6%|12.27 pm
26 Jul 2016|Bajaj Auto Q1 profit seen flat, lower volumes may impact revenue|5.46 pm
25 Jul 2016|Bajaj V sales cross 1 lakh mark within 4 months of launch|3.40 pm
25 Jul 2016|Go long in HPCL, Divis Labs; sell Mindtree: Ashish Kyal|1.12 pm
24 Jul 2016|Q1 earnings to remain in focus; mkts to see volatility: Experts|2.26 pm
23 Jul 2016|Look at Bharat Forge, SBI, Maruti Suzuki: Jai Bala|12.08 pm
21 Jul 2016|Buy SBI, Hero Moto, Bajaj Auto, Maruti, Lupin: Sudarshan Sukhani|9.23 am
18 Jul 2016|Buy Apollo Tyres, Bajaj Auto; sell ONGC: Sandeep Wagle|2.56 pm
18 Jul 2016|Buy Bajaj Auto, DCM Shriram; sell REC: Ashwani Gujral|2.36 pm
18 Jul 2016|Buy Dr Reddy's Labs, DHFL: Sudarshan Sukhani|1.16 pm
18 Jul 2016|Buy L&T, Bajaj Auto, LIC Housing, Maruti, RIL: Sandeep Wagle|11.27 am
18 Jul 2016|Super Six: Top chart picks for today|8.48 am
14 Jul 2016|Bajaj Auto Q1 profit seen up 29% at Rs 1038 cr: Motilal Oswal|10.57 am
12 Jul 2016|Buy Hindalco, Axis Bank, Marico, UltraTech: Ashwani Gujral|11.29 am
08 Jul 2016|Sell HDFC Bank, Mindtree; buy Bajaj Auto: Ashwani Gujral|12.14 pm
04 Jul 2016|Bajaj Auto AGM on July 27, 2016|10.08 pm
04 Jul 2016|Buy Hero MotoCorp, Bajaj Auto: Ashwani Gujral|11.29 am
04 Jul 2016|Bajaj Auto sales tumble 4% in June|11.22 am
04 Jul 2016|Govt pay hike may spur demand, but volume growth discounted: JM|11.10 am
04 Jul 2016|Bajaj Auto expects sales in August to zoom to 3.5 lakh units|10.26 am
01 Jul 2016|Add Bajaj Auto, Maruti Suzuki, M&M to portfolio: Deven Choksey|10.05 am
30 Jun 2016|Nomura sees 25% growth in June CV sales, passenger units flat|5.28 pm
30 Jun 2016|5-tonners to keep growing at 25%, says Eicher Motors|9.40 am
29 Jun 2016|Rahul Bajaj still in top gear, says no plan to retire|6.48 am
28 Jun 2016|Bull's Eye: Buy Bajaj Auto, Exide, DLF; sell Apollo Tyres|7.58 am
27 Jun 2016|Buy Tata Motors, Jet Airways, OBC, Aurobindo Pharma: Gujral|11.25 am
27 Jun 2016|Super Six stocks you can bet on June 27|8.59 am
27 Jun 2016|Bull's Eye: Buy Bajaj Auto, Dabur, Exide; sell Tech Mahindra|8.07 am
21 Jun 2016|Tata Motors, Maruti top picks; negative on Hero, TVS Motor: CLSA|11.25 am
21 Jun 2016|Go long in SpiceJet, Hindustan Zinc; RIL may hit Rs 1020: Gaba|9.07 am
20 Jun 2016|Buy Tech Mahindra, Bajaj Auto, Hero Moto, CONCOR: Rakesh Bansal|2.53 pm
20 Jun 2016|To focus on increasing mkt share in mid-end bike segment:Bajaj|8.52 am
16 Jun 2016|Currency war: Will naira & yen hurt Bharti, Bajaj Auto & Maruti?|12.29 pm
10 Jun 2016|Buy Tata Motors at around Rs 430, advises Ashwani Gujral|11.40 am
09 Jun 2016|After turning profitable, Pricol eyes Rs 3,000cr revenue by 2020|10.05 am
07 Jun 2016|Hold Amara Raja Batteries, says Sharmila Joshi|3.12 pm
07 Jun 2016|Super Six: Top chart picks for today|8.57 am
02 Jun 2016|How Religare Cap sees May auto sales numbers|12.51 pm
02 Jun 2016|Sell Ceat, avoid Ashok Leyland; buy Bajaj Auto: Sukhani|11.55 am
02 Jun 2016|Bajaj Auto May sales up 1%, domestic growth misses estimates|10.22 am
02 Jun 2016|June, July may be soft for domestic sales, export: Bajaj Auto|10.15 am
02 Jun 2016|Bajaj Auto sells 3.47 lakh units in May 2016|8.46 am
01 Jun 2016|Buy DLF, Colgate Palmolive; Axis Bank can head higher: Sukhani|9.46 am
31 May 2016|Buy SBI, Kotak Bank, Bharti Airtel, Bajaj Auto: Rahul Mohindar|10.24 am
30 May 2016|Buy Tech Mahindra, Tata Motors DVR, Hero MotoCorp: Gujral|2.20 pm
28 May 2016|Tech Mahindra may test Rs 650, says Ashwani Gujral|10.32 am
26 May 2016|Bajaj Holdings & Investment Q4 net grows 7% to Rs 564 crore|7.50 am
25 May 2016|Buy Bajaj Auto, says Sudip Bandopadhyay|4.49 pm
25 May 2016|Pick Hero Motocorp, Bajaj Auto: Ambareesh Baliga|4.15 pm
25 May 2016|Buy ITC, Bajaj Auto, Tata Chemicals: Ashwani Gujral|3.37 pm
25 May 2016|Bajaj Auto's sales to improve; exports to be sluggish: Pros|3.13 pm
25 May 2016|Operating margins to sustain above 20% in FY17: Bajaj Auto|3.13 pm
25 May 2016|Here's Basudeb Banerjee's view on auto sector|2.11 pm
25 May 2016|Bajaj Auto recommends final dividend|1.59 pm
25 May 2016|Bajaj Auto Q4 profit up 29%, expects FY17 volume growth at 17%|1.48 pm
24 May 2016|Bajaj Auto Q4 net seen up 30%, domestic sales may support growth|4.04 pm
24 May 2016|Sell Reliance Infra, Bajaj Auto; buy Shriram Transport: Gujral|2.15 pm
13 May 2016|Prefer auto stocks, says Rahul Singh|5.00 pm
11 May 2016|Buy Voltas, Bajaj Auto, Biocon, Zee Entertainment: Gujral|1.16 pm
09 May 2016|Buy JSW Steel, Bajaj Auto, GAIL; RIL may hit Rs 1040: Gujral|12.37 pm
05 May 2016|Buy HDFC, UPL; sell BPCL: Ashwani Gujral|1.50 pm
03 May 2016|Hold Bajaj Auto; target of Rs 2736: Arihant Capital|6.21 pm
03 May 2016|Buy Hero Moto, Bajaj Auto, L&T Fin: Ashwani Gujral|11.29 am
02 May 2016|Turmoil in Nigeria behind exports fall; see bounceback: Bajaj|11.12 am
02 May 2016|Bajaj Auto motorcycle sales up 2% in April|10.56 am
02 May 2016|LIVE: Ashok Leyland clocks 21% increase in April sales|9.42 am
02 May 2016|Bajaj Auto sells 3.30 units in April 2016|9.28 am
28 Apr 2016|TVS Motor tops JD Power customer satisfaction study|3.02 pm
26 Apr 2016|Titan Company may move above Rs 400: Amit Gupta|9.48 am
21 Apr 2016|Won't need much capex to meet increased 3 lakh CV target: Bajaj|1.34 pm
13 Apr 2016|Prefer M&M, Hero Moto, Bajaj Auto: Dipan Mehta|4.08 pm
13 Apr 2016|Buy Maruti Suzuki, Ambuja Cements, Bajaj Auto: Ashwani Gujral|3.27 pm
13 Apr 2016|Buy IndusInd Bank, Bajaj Auto, Hero MotoCorp: Sudarshan Sukhani|9.11 am
12 Apr 2016|See big potential for 2-wheeler mkt in Indonesia: Bajaj Auto|10.54 am
11 Apr 2016|Expect Q4 revenue to grow 6.3% for India Inc: Emkay Global|3.42 pm
09 Apr 2016|Global NCAP pulls up Bajaj for 'misleading' Qute safety stds|12.40 pm
09 Apr 2016|Qute performed relatively better in tests: Bajaj Auto|11.30 am
08 Apr 2016|Bajaj Auto, KTM to extend network in Indonesia|4.50 pm
07 Apr 2016|Bajaj Auto expects to export 10,000 units of Qute in FY17|1.40 pm
05 Apr 2016|Quadricycle safety issue: Bajaj requests ARAI to do fresh tests|6.42 pm
04 Apr 2016|Bajaj Auto motorcycle sales up 26% to 2,64,249 units in March|4.12 pm
04 Apr 2016|Hero, Bajaj standout performers in March sales: Prabhudas|12.38 pm
04 Apr 2016|Bajaj Auto says export markets witnessing a turnaround|11.32 am
04 Apr 2016|Prefer four-wheeler stocks: Sandeep S Shenoy|9.59 am
02 Apr 2016|Prefer IT, two wheelers stocks: Andrew Holland|10.05 am
31 Mar 2016|Buy Vedanta, prefer Hero Moto over Bajaj Auto: Ashwani Gujral|11.12 am
30 Mar 2016|Buy Bajaj Auto, prefer Maruti Suzuki: Sudarshan Sukhani|10.57 am
16 Mar 2016|Buy Kotak Mahindra Bank, YES Bank: Sudarshan Sukhani|11.13 am
16 Mar 2016|See sombre Mar exports; Egypt's devaluation priced in:Bajaj Auto|10.28 am
15 Mar 2016|Here are top 10 stocks to keep an eye on March 15|8.51 am
09 Mar 2016|Bajaj Auto eyes sale of 50,000 units of 'V' bike in Q1 of FY17|8.00 am
08 Mar 2016|Bajaj aims to sell 50,000 'V' bikes in 18 months|9.20 am
02 Mar 2016|Aim to capture 22% retail market share by March end: Bajaj Auto|11.13 am
02 Mar 2016|Bajaj Auto sells 2.7 lakh units in February 2016|9.29 am
01 Mar 2016|Buy ICICI Bank; sell Maruti, Bajaj Auto: Rajat Bose|11.14 am
26 Feb 2016|Pick Asian Paints, Britannia; like YES Bank, HDFC Bank: Emkay|11.10 am
26 Feb 2016|Buy Sun Pharma, sell banking stocks: Ashwani Gujral|9.11 am
23 Feb 2016|Buy Bajaj Auto, Sun Pharma: Yogesh Mehta|3.35 pm
23 Feb 2016|Buy UltraTech, Biocon, CESC; sell Engineers India, OBC: Gujral|9.55 am
22 Feb 2016|Like cement, infra, largecap IT space: Mayuresh Joshi|4.22 pm
22 Feb 2016|LIC buys shares worth Rs 10,400 cr in 18 Sensex cos in Q3|3.22 pm
22 Feb 2016|Budget 2016: Hope government increases spend on R&D, says Bajaj's Ravikumar|10.37 am
19 Feb 2016|Buy Hero Moto, SBI, Maruti, Infosys, HCL Tech: Bandopadhyay|4.12 pm
19 Feb 2016|Bajaj Auto may head higher, ITC may rally to Rs 321: Rajat Bose|9.36 am
19 Feb 2016|Super Six: Top chart picks for February 19|9.00 am
18 Feb 2016|Buy Bajaj Auto, can outperform; prefer Ceat: Sudarshan Sukhani|9.30 am
16 Feb 2016|Buy Bajaj Auto, UPL; HCL Tech may test Rs 815: Prakash Gaba|10.18 am
12 Feb 2016|Buy Bajaj Auto Ltd ; target of Rs 2580: first call research|4.54 pm
10 Feb 2016|Accumulate Bajaj Auto; target of Rs 2525: P.Lilladher|2.09 pm
10 Feb 2016|Buy Bajaj Auto; target of Rs 2948: Motilal Oswal|11.58 am
10 Feb 2016|Sell CESC, HPCL; UPL may head lower: Sudarshan Sukhani|9.13 am
05 Feb 2016|Bajaj Auto launches entry-level bike CT100B for Rs 30,990|2.44 pm
04 Feb 2016|Hold Bajaj Auto, target Rs 2450: Ashwin Patil|3.43 pm
04 Feb 2016|See market share at 22% by end of March: Bajaj Auto |2.58 pm
04 Feb 2016|Bajaj Auto Q3 beats estimates, profit up 4.7% on other income|1.27 pm
03 Feb 2016|Bajaj Auto Q3 profit seen down 6%, low volume may hit revenue|12.58 pm
02 Feb 2016|Buy Bajaj Auto; sell Steel Authority of India: Manas Jaiswal|3.25 pm
02 Feb 2016|Auto Expo 2016 kicks off tomorrow with media preview|2.03 pm
02 Feb 2016|Buy Dr Reddy's Labs, Infosys: Rajat Bose|10.11 am
02 Feb 2016|Expect Feb sales to close around 1.35-1.40 lakh: Bajaj Auto|9.25 am
02 Feb 2016|Bajaj Auto sells 2.93 lakh units in January 2016|8.57 am
01 Feb 2016|Bajaj Auto unveils new bike 'V'; price up to Rs 70,000 likely|2.26 pm
27 Jan 2016|Bajaj's new bike 'V' makes use of INS Vikrant metal|3.22 pm
27 Jan 2016|Here are top 10 stocks to focus on January 27|8.37 am
25 Jan 2016|Buy Bajaj Auto, recommends Mihir Jhaveri|3.47 pm
21 Jan 2016|Hero Motocorp may touch Rs 2600: Bhavin Desai|9.45 am
21 Jan 2016|Super Six: Top chart picks for January 21|8.54 am
18 Jan 2016|Strong Avenger sales making up for Nigeria subsidy: Rajiv Bajaj|1.00 pm
18 Jan 2016|Sell Bajaj Auto, buy HCL Tech; Ceat looks weak: Prakash Gaba|11.18 am
15 Jan 2016|Positive on Tata Motors, Bajaj Auto; buy Maruti on dips: Choksey|12.47 pm
13 Jan 2016|See lower levels in IT stocks, short Bajaj Auto: Sukhani|9.14 am
12 Jan 2016|Bajaj Auto's director S. H. Khan passes away|4.01 pm
11 Jan 2016|Mindtree positional short; stay long in Reliance Infra: Sukhani|9.25 am
09 Jan 2016|New launches, policy debate mark action packed week for auto|2.45 pm
07 Jan 2016|Focus on executive seg, aim to clock 70K units/month: Bajaj Auto|3.00 pm
04 Jan 2016|Buy Cummins India, says Rajat Bose|11.47 am
04 Jan 2016|Bajaj Auto Dec sales flat YoY at 2.89L; exports under pressure|9.09 am
04 Jan 2016|Bajaj Auto sells 2.89 lakh units in December 2015|9.07 am
24 Dec 2015|Buy Hero Motocorp, Bajaj Auto: Sudip Bandopadhyay|4.33 pm
22 Dec 2015|Will KTMs new model launches be a bright spot for Bajaj|4.19 pm
21 Dec 2015|Prefer Bajaj Auto, Hero Motocorp: Sudarshan Sukhani|12.09 pm
21 Dec 2015|Tata Motors only Indian firm on top-50 global R&D list|10.20 am
18 Dec 2015|Bajaj Auto may breakout beyond Rs 2550, says Rajat Bose|12.06 pm
18 Dec 2015|Buy Hindalco, SBI, BEML; like HDFC, DHFL: Prakash Gaba|10.07 am
18 Dec 2015|Argentine peso slump factored in; no hit on sales: Bajaj|10.02 am
16 Dec 2015|TVS Srichakra may test Rs 3240 in 9 months: Mayuresh Joshi|12.16 pm
15 Dec 2015|Short SBI, should slide below Rs 200: Amit Harchekar|3.01 pm
11 Dec 2015|Domestic passenger car sales jump over 10% in November|3.17 pm
08 Dec 2015|Can Avenger help Bajaj Auto boost flagging market share?|10.35 am
04 Dec 2015|Doing away with 1% inter-state tax a +ve reco: Industry|9.22 pm
03 Dec 2015|Chennai rains to hit Dec output of auto cos: P Lilladher|10.39 am
02 Dec 2015|Positive on Bajaj Auto, says Sudip Bandopadhyay|4.14 pm
02 Dec 2015|Bajaj Auto sales up marginally in November|12.30 pm
02 Dec 2015|Avenger sales strong; Nepal woes hurting exports:Bajaj Auto|12.00 pm
02 Dec 2015|Buy MM Forgings on decline: Mayuresh Joshi|10.56 am
01 Dec 2015|Go long in ICICI Bank, ITC: Amit Harchekar|3.01 pm
25 Nov 2015|Hero MotoCorp's Pawan Munjal is highest paid director|5.38 pm
23 Nov 2015|Buy Bajaj Auto, Brigade Enterprises: Nooresh Merani|3.16 pm
20 Nov 2015|Prefer Maruti Suzuki, Bajaj Auto: Mayuresh Joshi|2.25 pm
20 Nov 2015|Look at Maruti Suzuki, Bajaj Auto: Deven Choksey|10.33 am
19 Nov 2015|SP Tulsian positive on two-wheeler stocks|4.35 pm
11 Nov 2015|Positive on Bajaj Auto, record highs are due: Jai Bala|6.44 pm
10 Nov 2015|Bajaj Auto saw sales decline 1.09% to 2,02,042 units|3.23 pm
02 Nov 2015|Fireworks in motown: Biggies see impressive October sales|4.27 pm
02 Nov 2015|Avoid Bajaj Auto, says Sudarshan Sukhani|3.25 pm
02 Nov 2015|Bajaj Auto sales down 8.59% in October|12.42 pm
02 Nov 2015|Nov sales to be flat, lost exports in Nepal: Bajaj Auto CFO|10.02 am
02 Nov 2015|Bajaj Auto sells 3.52 lakh units in October 2015|9.30 am
29 Oct 2015|Buy Bajaj Auto; target of Rs 2910: ICICI Direct|4.09 pm
29 Oct 2015|Expect Bajaj Auto to outperform: Sudarshan Sukhani|9.55 am
28 Oct 2015|Buy Bajaj Auto, says Hitesh Goel|3.03 pm
28 Oct 2015|Hold Bajaj Auto; target of Rs 2743: Arihant capital|12.12 pm
28 Oct 2015|Hold Bajaj Auto; target of Rs 2581: Edelweiss|12.11 pm
28 Oct 2015|Accumulate Bajaj Auto; target of Rs 2672; Angel Broking|12.03 pm
28 Oct 2015|Religare's top stock picks|11.53 am
27 Oct 2015|Prefer Bajaj Auto: Jigar Shah|5.02 pm
27 Oct 2015|Buy Bajaj Auto; target of Rs 2,800: Religare|12.35 pm
27 Oct 2015|Hold Bajaj Auto; target of Rs 2750: Sharekhan|12.24 pm
24 Oct 2015|Bajaj Auto, Mangalam Cement top picks: Jai Bala|12.08 pm
23 Oct 2015|Buy Bajaj Auto, Wockhardt, Syndicate Bank: Hathiramani|2.49 pm
23 Oct 2015|Bajaj Auto may hit Rs 2580-2620: Hemant Thukral|9.56 am
22 Oct 2015|Bajaj to roll out 4 new bikes, eyes bigger mkt share|1.16 pm
21 Oct 2015|Prefer Bajaj Auto with 1 year view: Sudip Bandopadhyay|3.58 pm
21 Oct 2015|Three variants of 'Avenger' to hit market soon: Bajaj Auto|3.47 pm
21 Oct 2015|Bajaj to continue winning streak for next 2 quarters: Pros|1.45 pm
21 Oct 2015|Bajaj Auto Q2 profit rises 58%, EBITDA up 17% on lower cost|1.18 pm
20 Oct 2015|Bajaj Auto Q2 net seen up 51%, flat volume may hurt revenue|12.48 pm
19 Oct 2015|Royal Enfield one bright spot in gloomy motorcycle market|10.11 am
14 Oct 2015|Buy Petronet, Century Textiles, Ceat; sell Bajaj Auto: LKP|2.42 pm
08 Oct 2015|Super Six short term picks for October 8|8.47 am
07 Oct 2015|Buy Bajaj Auto; target of Rs 2650: ICICIdirect|2.39 pm
05 Oct 2015|Bajaj Auto sales down 3.76% in September|12.36 pm
05 Oct 2015|Bajaj Auto sells 3.84 lakh units in September 2015|10.35 am
05 Oct 2015|Target 20% mkt share post festive season: Bajaj Auto|10.31 am
30 Sep 2015|Sep auto sales: Nomura sees 35% growth in MHCV, 5% PVs|3.51 pm
30 Sep 2015|Happy with margins; Q2 topline growth good: Bajaj Finserv|1.16 pm
29 Sep 2015|Sell Bajaj Auto, target Rs 2080: Shubham Agarwal|9.39 am
28 Sep 2015|Buy Bajaj Auto 2300 Call, suggests VK Sharma|12.17 pm
25 Sep 2015|Waiting to launch Qute in India; exports have begun: Bajaj|6.56 pm
25 Sep 2015|Bajaj names quadricycle Qute; to export to 16 countries|5.44 pm
18 Sep 2015|Buy Bajaj Auto 2350 Call, Hero Moto 2400 Call: VK Sharma |10.57 am
18 Sep 2015|Super Six stocks you can bet on September 18|8.54 am
16 Sep 2015|Like Tata Motors, Bajaj Auto, Bharat Forge: Jigar Shah|4.32 pm
16 Sep 2015|Buy CESC, Bajaj Auto: Gaurav Bissa|2.44 pm
10 Sep 2015|Private banks looks interesting, prefer cement: Ajay Bagga|4.27 pm
09 Sep 2015|Buy Bajaj Auto; target of Rs 2717: FinQuest Securities|1.41 pm
08 Sep 2015|Like Bajaj Auto, says Parag Thakkar|4.42 pm
07 Sep 2015|Bagla Grp, Fontana Gruppo tie-up for fastener biz in India|2.15 pm
07 Sep 2015|Short Bajaj Auto, target Rs 2080-2100: Sameet Chavan|1.44 pm
07 Sep 2015|Super Six chart picks for September 07|8.41 am
02 Sep 2015|Rupee fall aided exports; bullish on Sept sales: Bajaj Auto|10.44 am
02 Sep 2015|Bajaj Auto sells 3.41 lakh units in August 2015|9.51 am
31 Aug 2015|Nomura expects strong growth in August MHCV, PV sales|5.38 pm
31 Aug 2015|Expect lower levels in Bajaj Auto: Sudarshan Sukhani|11.39 am
18 Aug 2015|Prefer Maruti, Ashok Leyland, Hero, Motherson: Dipan Mehta|1.11 pm
17 Aug 2015|Buy Bajaj Auto, may head higher: Sudarshan Sukhani|10.28 am
12 Aug 2015|Bajaj Auto: Updates on outcome of AGM|8.43 pm
10 Aug 2015|Bajaj Auto can slide to Rs 2418, says Sameet Chavan|2.39 pm
07 Aug 2015|Look at two-wheeler space: Sanjay Sinha|12.37 pm
05 Aug 2015|Buy Amtek Auto, Bajaj Auto, NTPC: Sudarshan Sukhani|3.22 pm
04 Aug 2015|Hero Motocorp outperforms peers in Q1; target Rs 3100: IIFL|10.51 am
03 Aug 2015|Exit Bajaj Auto, enter Hero Motocorp: Ambareesh Baliga|4.16 pm
03 Aug 2015|Six in Sixty: Stocks to keep on your radar|2.55 pm
03 Aug 2015|Top buzzing midcap stocks to trade on August 3|2.40 pm
03 Aug 2015|Market share to increase to 20-21% by Oct: Bajaj Auto|11.37 am
03 Aug 2015|Bajaj Auto sales inch up 3% in July|11.05 am
03 Aug 2015|Bajaj Auto sells 3.30 lakh units in July 2015|10.37 am
01 Aug 2015|July auto sales: Maruti up 20%, Leyland zooms 40%; M&M weak|10.50 am
30 Jul 2015|Buy LIC Housing, Bajaj Auto, IGL: Sudarshan Sukhani|2.46 pm
26 Jul 2015|Bajaj expects mkt share in bikes to touch 23% by fiscal-end|12.26 pm
24 Jul 2015|Slowly but surely, Bajaj comeback strategy falls into place|3.48 pm
23 Jul 2015|Bajaj Holdings Q1 net profit rises 17% to Rs 613 cr|7.00 pm
23 Jul 2015|Buy Bajaj Auto on every dip: Sudarshan Sukhani|4.49 pm
23 Jul 2015|Hold Bajaj Auto for long term: Phani Sekhar|4.04 pm
23 Jul 2015|Market share in premium segment to grow in Q2: Bajaj Auto|3.27 pm
23 Jul 2015|Bajaj Auto Q1 profit up 37%; revenue, EBITDA miss forecast|11.32 am
23 Jul 2015|Bajaj Auto Q1 PAT seen up 21.3% at Rs 954.6cr: Emkay Global|8.52 am
22 Jul 2015|Bajaj Auto Q1 seen stable, net may grow 28%: Poll|5.39 pm
22 Jul 2015|Sudip Bandyopadhyay bullish on Bajaj Auto, TVS Motor|4.35 pm
22 Jul 2015|Buy Bajaj Auto, says Sudarshan Sukhani|9.47 am
16 Jul 2015|Keep Bajaj Auto in portfolio for long term: Rahul Mohindar|10.35 am
14 Jul 2015|IT, great long term opportunity: Parag Thakkar|4.36 pm
13 Jul 2015|Will launch RE60 once ARAI certification is in: Bajaj Auto|8.27 pm
11 Jul 2015|Prefer cement, auto stocks, says Nilesh Shah|10.23 am
09 Jul 2015|Buy Reliance Capital; sell Bajaj Auto: Sameet Chavan|3.15 pm
08 Jul 2015|Q1 earnings to be tepid; analysts pick best & worst sectors|12.34 pm
07 Jul 2015|Buy Bajaj Auto; target of Rs 3000: ICICIdirect|3.30 pm
07 Jul 2015|Short Bajaj Auto, go long in Hero Motocorp: Siddarth Bhamre|11.25 am
06 Jul 2015|Expect Bajaj Auto to test Rs 2500: Sameet Chavan|2.26 pm
03 Jul 2015|Competition Comm dismisses complaint against 18 auto makers|7.29 pm
03 Jul 2015|Hold Eicher Motors; Hero Moto, Bajaj Auto look good: Mehta|12.45 pm
02 Jul 2015|Overweight on auto space: Ajay Bagga|4.40 pm
02 Jul 2015|Bajaj Auto: AGM on July 23, 2015|3.56 pm
02 Jul 2015|Buy Axis Bank, Bajaj Auto, HCL Tech: Sudarshan Sukhani|2.42 pm
02 Jul 2015|Top buzzing midcap stocks to trade on July 2|12.45 pm
02 Jul 2015|Auto sales mixed, trucks strong; UBS says Maruti top pick|11.47 am
02 Jul 2015|Slowdown behind: Bajaj targets double-digit growth by July|10.38 am
30 Jun 2015|Nomura sees 24% sales growth in MHCV but flat PVs in June|3.08 pm
