date|text|time
15 Dec 2016|Nusli Wadia files defamation case on Tatas with Rs 3k cr damages|10.13 pm
15 Dec 2016|Tata Steel bags National Energy Conservation Award, 2016|7.40 pm
15 Dec 2016|Nusli Wadia's letter to Tata Chemicals shareholders|7.35 pm
14 Dec 2016|COMMENT: TCS voting pattern suggests tougher days ahead for Tata Sons|6.00 pm
14 Dec 2016|Nusli Wadia writes letter to Tata Motors shareholders|8.52 am
13 Dec 2016|Tougher days ahead for Mistry as Tata feud enters seventh week|9.38 pm
13 Dec 2016|Buy, sell, hold: 7 cherry picked stocks for your portfolio|8.27 am
12 Dec 2016|Nusli Wadia hits back at Tatas in letter to shareholders|8.27 pm
09 Dec 2016|Hold Tata Steel; target of Rs 425: ICICI Direct|4.36 pm
08 Dec 2016|Close of pension scheme to help de-risk biz: Tata Steel UK chief|2.13 pm
08 Dec 2016|Buy Jain Irrigation, Bharat Financial, BEML: Ashwani Gujral|12.21 pm
08 Dec 2016|Buy EIL, Tata Motors, Tata Steel: Ashwani Gujral|11.19 am
08 Dec 2016|Tata Steel sells tug services arm to Adani Ports for Rs 106 cr|8.54 am
08 Dec 2016|Buy, sell, hold: 4 key stocks that may boost your portfolio|8.27 am
08 Dec 2016|Tata Steel UK reaches agreement with trade unions|8.26 am
08 Dec 2016|Tata Steel commits 10-year investment plan for UK|7.50 am
07 Dec 2016|Tata Steel agrees 10-year investment plan for UK|9.58 pm
07 Dec 2016|Mistry removed as Tata Sons lost confidence in him: Ratan Tata|8.22 pm
07 Dec 2016|Buy, sell, hold: 9 stocks that to watch out today|8.11 am
06 Dec 2016|Tata planning to keep UK Port Talbot plant operational: report|5.00 pm
06 Dec 2016|Buy Karnataka Bank, Tata Steel, Sun Pharma: Ashwani Gujral|3.07 pm
06 Dec 2016|Negative returns in Tata Steel Europe a risk to group: Mistry|2.56 pm
06 Dec 2016|Avoid Tata Steel; buy Manappuram Finance, NMDC: Sukhani|11.37 am
06 Dec 2016|Tata Steel's Speciality Steel biz sale to improve performance|9.16 am
05 Dec 2016|Market hails Tata Steel's UK plant deal, for now |4.19 pm
05 Dec 2016|Six in Sixty: Stocks you should keep on your radar |3.18 pm
05 Dec 2016|Buy Adani Ports, Tata Elxsi; sell Tata Steel: Ashwani Gujral|11.14 am
05 Dec 2016|Tata Steel closes in on UK plant deal: Report|9.00 am
02 Dec 2016|Minimum import prices always been a temporary tool: Tata Steel|11.02 am
02 Dec 2016|Tata Steel bags 3 awards in Value Engineering|7.50 am
01 Dec 2016|Odisha CM inaugurates Tata Steel's Gopalpur ferro-chrome plant|10.08 am
01 Dec 2016|Nusli Wadia to go ahead with defamation cases against Tatas|7.54 am
30 Nov 2016|No change in ratings of Tata companies, says Moody's Chaubal|3.36 pm
30 Nov 2016|Tata boardroom tussle not to impact group cos' ratings: Moody's|11.36 am
30 Nov 2016|LIC preps up to vote in Tata EGMs called for Mistry's removal|9.47 am
30 Nov 2016|Will fight for plants in Tata-Thyssen merger:German union leader|9.39 am
29 Nov 2016|Fall in steel demand is a temporary phenomenon: Tata Steel|7.36 pm
29 Nov 2016|Buy, sell, hold: 12 stocks that may fetch good returns|9.10 am
29 Nov 2016|Tata Steel looking at reducing Port Talbot's capacity|8.05 am
29 Nov 2016|Tatas asks Nusli Wadia to withdraw legal notice|7.48 am
28 Nov 2016|Tata Steel, Liberty House sign LoI for UK specialty steel biz|4.32 pm
28 Nov 2016|Tata Sons' shareholders discord may hit group cos: S&P|12.28 pm
27 Nov 2016|Wadia questions Tata Sons' ability to call meet to remove him|11.40 am
26 Nov 2016|Tata Steel's EGM on December 21, 2016|8.46 am
25 Nov 2016|Tata Steel ousts Mistry; OP Bhatt is interim Chairman till EGM|7.18 pm
25 Nov 2016|Sell PC Jeweller, buy Tata Steel: Ashwani Gujral|10.08 am
25 Nov 2016|Harish Manwani in reckoning to take over as Tata chairman|8.22 am
24 Nov 2016|Prefer Tata Steel, UltraTech Cement: Sanjay Dutt|3.14 pm
24 Nov 2016|Tata Motors calls EGM to remove Mistry, Wadia as directors|7.48 am
23 Nov 2016|Buy MOIL, Tata Steel, Cadila Healthcare: Ashwani Gujral|4.18 pm
22 Nov 2016|Nusli Wadia serves defamation notice on Tata Sons|8.02 am
22 Nov 2016|Mistry's conduct caused harm to TCS, stakeholders: Tata Sons|8.00 am
21 Nov 2016|Buy, sell, hold: 11 stocks for your portfolio|9.49 am
20 Nov 2016|Top cos can shift 40% steel movement to coastal shipping: Govt|2.18 pm
18 Nov 2016|Sell Tata Steel; target of Rs 340: Centrum|4.45 pm
18 Nov 2016|Sell Tata Steel, SBI, Torrent Pharma: Ashwani Gujral|3.17 pm
17 Nov 2016|Tata Sons board meet may discuss removing Mistry's proxy powers|7.44 am
16 Nov 2016|FIIs raise concerns over Tata Steel cross-holdings within group|8.39 am
16 Nov 2016|Wadia may write to Tata Group cos on losses, overseas buys|8.22 am
15 Nov 2016|Sell Tata Steel, advises Rajat Bose|2.30 pm
15 Nov 2016|Rising coking coal prices to hit Tata Steel margins:Religare Cap|9.14 am
15 Nov 2016|Buy, sell, hold: How to invest in 7 key stocks post Q2 nos?|8.58 am
15 Nov 2016|Tata Global directors may back Mistry in board meet today|8.15 am
12 Nov 2016|Nusli Wadia acting in manner designed to harm the group: Tatas|1.36 pm
11 Nov 2016|3 directors refused to back Wadia's pro-Mistry resolution: Srcs|10.15 pm
11 Nov 2016|Cyrus Mistry likely to stay as Tata Steel's chairman: Sources|10.15 pm
11 Nov 2016|Tata Steel in red again; posts Q2 net loss of Rs 49.38 cr|7.12 pm
11 Nov 2016|Tata Sons asks Tata Steel to hold EGM to remove Mistry, Wadia|5.50 pm
11 Nov 2016|Tata Steel to organize tribal conclave from November 15-19|2.12 pm
11 Nov 2016|Tata Sons seeks EGM to remove Nusli Wadia from Tata Motors|10.43 am
10 Nov 2016|Tata Steel Q2 profit seen down 46% but EBITDA may grow 93%|6.02 pm
10 Nov 2016|Independent directors must protect shareholder interest: Sebi|4.24 pm
10 Nov 2016|Tata Sons hits out at Mistry; accuses him of betraying trust|2.31 pm
10 Nov 2016|Buy Tata Steel, Hindalco Industries, Vedanta: Ashwani Gujral|11.50 am
10 Nov 2016|10 facts about Ishaat Hussain new interim chairman of TCS Board|10.01 am
09 Nov 2016|Tata Steel plans to close pension fund: Report|6.40 pm
09 Nov 2016|Sell Tata Steel, CESC: Sudarshan Sukhani|9.37 am
07 Nov 2016|SBI concerned Tata-Mistry conflict will affect Tata cos|9.20 am
07 Nov 2016|UK PM says no meeting planned with Tata bosses during India trip|8.08 am
02 Nov 2016|Govt keeping close watch on Tata-Mistry row: Arjun Ram Meghwal|2.04 pm
01 Nov 2016|Buy Tata Steel, JK Tyre, Deepak Fertiliser: Ashwani Gujral|2.54 pm
31 Oct 2016|Mistry-Tata row: Brickwork Ratings downgrades Tata Steel|2.00 pm
28 Oct 2016|Tata Steel says European consolidation strategy is on|11.46 am
28 Oct 2016|Tata Steel announces mining partnership with Quebec govt|11.40 am
28 Oct 2016|Buy, sell, hold: 11 stocks you may focus on Q2 nos, Dhanteras|9.57 am
28 Oct 2016|Tata Steel announce equity partnership for its Canadian iron ore mines|8.44 am
27 Oct 2016|Tata Steel says European steel plans unchanged|6.42 pm
27 Oct 2016|Have made all relevant disclosures, say Tata group cos|2.04 pm
27 Oct 2016|Ousted Tata boss's hostile defence takes boardroom battle public|12.03 pm
27 Oct 2016|Tata Steel responds to Cyrus Mistry's charges|11.59 am
27 Oct 2016|Tata Steel says financial statements present true and fair value|11.01 am
27 Oct 2016|Tata to kick off in-depth performance review of group cos: Srcs|10.43 am
27 Oct 2016|Sell Tata Motors, Tata Steel, Auro Pharma; buy Hero Moto: Gujral|9.38 am
26 Oct 2016|Mistry ouster: Tata stocks extend fall; total wipe out Rs 21K cr|6.50 pm
26 Oct 2016|Tata Sons inducts Ralf Speth, N Chandrasekaran on board|8.08 am
25 Oct 2016|Tata management shake-up may slow group's debt reduction process|12.36 pm
25 Oct 2016|Upbeat on Tata Motors, buy State Bank of India: Sukhani|10.58 am
25 Oct 2016|Here are a few investment ideas from Prakash Diwan|9.55 am
25 Oct 2016|Ratan Tata in the saddle is positive in long-term, feel experts|8.35 am
24 Oct 2016|Tata Sons sacks Cyrus Mistry as Chairman|4.59 pm
21 Oct 2016|Tata Sponge Iron Q2 net jumps over two-fold to Rs 16.06 cr|9.50 pm
20 Oct 2016|Tata Steel's UK operations still 'not out of the woods': CEO|9.36 pm
19 Oct 2016|Tata Steel bags sustainable manufacturing award|5.38 pm
18 Oct 2016|Buy Tata Steel, RPG Life Sciences, HDFC: Ashwani Gujral|3.39 pm
18 Oct 2016|Buy LIC Housing Finance, Divis Lab, Tata Steel: Sandeep Wagle|3.13 pm
18 Oct 2016|Sell Maruti, Amara Raja, RIL; buy Tata Steel: Ashwani Gujral|9.35 am
18 Oct 2016|Tata Group to gain from Brexit, fall in pound sterling|8.48 am
13 Oct 2016|Buy ONGC, Tata Steel, Asian Paints: Chandan Taparia|1.34 pm
13 Oct 2016|Buy Titan Company, sell Tata Steel: Manoj Murlidharan|11.50 am
10 Oct 2016|Buy IGL, Tata Steel; sell Jubilant Foodworks: Ashwani Gujral|11.08 am
10 Oct 2016|Expect Q3 show to improve on strong festive demand: Tata Motors|10.07 am
10 Oct 2016|Buy, sell, hold: 3 stocks that you can pick today|9.00 am
08 Oct 2016|Tata Steel Q2 PAT seen up 155% at Rs 926 cr: ICICI Securities|3.59 pm
07 Oct 2016|Buy Tata Motors DVR, Engineers India, Tata Steel: Ashwani Gujral|1.08 pm
07 Oct 2016|Tata Steel sales rise 12% to 2.62 MT in July-September|8.26 am
05 Oct 2016|Buy Tata Steel 390 Call, says Amit Gupta|11.13 am
05 Oct 2016|Here are a few investment ideas from SP Tulsian|9.00 am
04 Oct 2016|Tata Steel raises Rs 1,000 crore via debentures|9.04 pm
04 Oct 2016|Buy, sell or hold: Best stocks from auto, steel, telecom & oil|9.58 am
29 Sep 2016|Tata Steel says making progress on extra land for Odisha plant|7.55 pm
29 Sep 2016|Tata Steel plans 2nd phase expansion of Kalinganagar plant|3.10 pm
29 Sep 2016|Emkay on Britannia, Tata Steel & Amara Raja|11.01 am
29 Sep 2016|Buy Tata Steel, Tata Motors DVR: Manoj Murlidharan|10.31 am
26 Sep 2016|Buy, sell or hold:Investment strategies by analysts for 8 stocks|8.38 am
26 Sep 2016|Tata Steel set for trade union talks in UK|7.48 am
23 Sep 2016|Tata Steel, TCFD organise programme on issue of climate change|8.10 am
22 Sep 2016|HDFC, HDFC Bank should outperform Nifty: Sudarshan Sukhani|11.58 am
20 Sep 2016|Buy Tata Steel, Shriram Transport; sell Hexaware: Ashwani Gujral|3.45 pm
20 Sep 2016|Tata Steel to pay Rs 130 cr as annual bonus to its employees|7.52 am
19 Sep 2016|Hold Tata Steel; target of Rs 340: Axis Direct|11.03 am
17 Sep 2016|Buy Cipla; sell Reliance Comm, Tata Steel: Mitesh Thacker|11.22 am
16 Sep 2016|Sell Torrent Pharma, Tata Steel, Syndicate Bank: Sandeep Wagle|2.57 pm
16 Sep 2016|Sell HDIL, Tata Steel; buy Dish TV: Mitesh Thacker|2.51 pm
16 Sep 2016|Buy Tata Steel 370 Put, stock can decline by 4-5%: Taparia|11.05 am
16 Sep 2016|Tata Metaliks to set up skill development centre in Bengal|9.14 am
16 Sep 2016|Tata Steel's efforts to promote tribal language appreciated|7.48 am
15 Sep 2016|Buy HPCL, Zee Entertainment; sell Tata Steel: Ashwani Gujral|2.44 pm
14 Sep 2016|Sell Voltas, Tata Steel; buy Gitanjali Gems: Sandeep Wagle|11.49 am
14 Sep 2016|Negative on Cairn-Vedanta merger, says SP Tulsian|10.36 am
14 Sep 2016|Buy-sell ideas: Tata Steel, Cairn, Vedanta, IOC, BHEL, CIL|10.09 am
14 Sep 2016|Tata Steel's product mix, low cost helped in survival: Mistry|9.34 am
12 Sep 2016|Asset-light Tata Steel eyes Europe's premier strip maker space|9.34 pm
12 Sep 2016|Experts doubt if Tata Steel EBITDA/tonne will sustain|6.40 pm
12 Sep 2016|Tata Steel Q1 loss widens 10-fold to Rs 3,183 cr, EBITDA up 21%|4.05 pm
12 Sep 2016|Exit Tata Steel, says AK Prabhakar|2.58 pm
12 Sep 2016|Tata Steel Q1 profit seen at Rs 292 cr, revenue may fall 4%|1.05 pm
12 Sep 2016|Sell Tata Steel, Bharat Financial, Mindtree: Ashwani Gujral|9.42 am
08 Sep 2016|Buy Glenmark Pharma, IRB Infra, Tata Steel: Sandeep Wagle|3.24 pm
08 Sep 2016|Buy BPCL, Tata Steel; sell Infosys: Ashwani Gujral|10.55 am
06 Sep 2016|Buy Kesoram Industries, Union Bank, Tata Steel: Ashwani Gujral|2.01 pm
03 Sep 2016|Tata Steel OMQ division bags honour|1.02 pm
02 Sep 2016|Production in Tata Steel, Tata Motors not affected by strike|10.04 pm
31 Aug 2016|Thyssenkrupp steel workers protest merger plans|4.12 pm
29 Aug 2016|Tata group entities team up with world's top universities|6.36 pm
26 Aug 2016|Eyeing domestic power assets not Tata Steel UK: Sajjan Jindal|3.28 pm
26 Aug 2016|Like Amara Raja Batteries, Tata Steel looks weak: Prakash Gaba|2.28 pm
25 Aug 2016|Sell Ajanta Pharma, Tata Steel; buy PVR: Ashwani Gujral|2.50 pm
24 Aug 2016|Tata Steel starts exports of Ferroshots from Kalinganagar|3.24 pm
19 Aug 2016|Buy Hindalco Industries, says Sudip Bandopadhyay|5.10 pm
19 Aug 2016|Buy India Cements, Tata Chemicals, Tata Steel: Ashwani Gujral|3.21 pm
18 Aug 2016|Buy LIC Housing, PNB, IGL; Biocon may hit Rs 970: Ashwani Gujral|11.33 am
18 Aug 2016|M&M Financial may test Rs 345 in 3-4 sessions: Hemant Thukral|10.56 am
17 Aug 2016|Buy Delta Corp, Tata Steel, Berger Paints: Ashwani Gujral|2.29 pm
12 Aug 2016|Tata Steel talking to more firms to revive European ops|9.50 pm
10 Aug 2016|Tata Steel inaugurates creche for employees|8.00 am
05 Aug 2016|Buy SRF, TVS Motor, sell Godrej Consumer: Chandan Taparia|3.42 pm
05 Aug 2016|Buy Oil India, Tata Steel: Mitesh Thacker|3.21 pm
05 Aug 2016|Steel stocks up 2-4% on govt push, demand seen only post monsoon|11.51 am
05 Aug 2016|Buy Tata Steel, sell Infosys: Mitesh Thacker|11.13 am
04 Aug 2016|Tata Steel may touch Rs 400: Mitesh Thacker|4.39 pm
04 Aug 2016|Buy DLF, Tata Steel: Mitesh Thacker|3.13 pm
04 Aug 2016|Sell HPCL, Strides Shasun; buy Tata Steel: Mitesh Thacker|2.40 pm
04 Aug 2016|Buy Tata Steel, Cadila Healthcare; sell Dish TV: Sandeep Wagle|12.04 pm
02 Aug 2016|Buy Tata Steel 370 Call; PNB, BoB look weak: Chandan Taparia|11.22 am
01 Aug 2016|Tata Steel may not sell Port Talbot plant in UK |3.52 pm
27 Jul 2016|Quebec to invest $133 mn in Tata Steel Minerals iron ore proj|2.14 pm
27 Jul 2016|Tata Steel sales up marginally to 2.15 MT in April-June|9.32 am
21 Jul 2016|Stock calls: 5 stocks that analysts are bullish on|9.02 am
21 Jul 2016|Tata Steel aims to double Indian workforce's productivity:Source|7.56 am
20 Jul 2016|Buy Dr Reddy's Labs, Max Financial; sell Tata Steel: Gujral|2.37 pm
18 Jul 2016|Tata Steel plans to raise up to Rs 10,000 cr via pvt placement|6.12 pm
18 Jul 2016|Tata Steel Q1 PAT seen up by Rs 81.9 cr: ICICI Securities|1.54 pm
18 Jul 2016|Stock calls: 5 large caps to buy or sell on Monday|8.46 am
15 Jul 2016|Buy Tata Steel, Kotak Bank, ICICI Bank: Manish Hathiramani|1.55 pm
15 Jul 2016|Here are a few stock ideas from Prakash Diwan|12.16 pm
14 Jul 2016|Here are a few investment ideas from Mayuresh Joshi|9.09 am
14 Jul 2016|6 stocks that should do well today|8.46 am
13 Jul 2016|Tulsian on stocks of the day, IT raid at Indiabulls|7.39 pm
13 Jul 2016|Buy Escorts, Biocon, Marico: Ashwani Gujral|12.02 pm
13 Jul 2016|Buy Tata Steel, Bharat Heavy Electricals, Bata: Sandeep Wagle|10.55 am
13 Jul 2016|Buy DLF, NCC, Engineers India, IGL, Tata Steel: Ashwani Gujral|9.55 am
13 Jul 2016|Super Six intraday picks for the day|8.51 am
12 Jul 2016|Tata Steel targets 1MTPA production at Odisha unit|9.15 pm
12 Jul 2016|Tata Steel's UK limbo negative for co: SP Tulsian|7.27 pm
12 Jul 2016|Stay invested in Tata Steel, says Prakash Gaba|3.32 pm
12 Jul 2016|Buy Motherson Sumi Systems, NCC, Tata Steel: Sandeep Wagle|3.09 pm
12 Jul 2016|PNB, Tata Steel look positive: Rajat Bose|12.38 pm
12 Jul 2016|Hindalco may test Rs 145, JSW Steel 1800: Ashwani Gujral|11.29 am
11 Jul 2016|Liberty House & Excalibur Steel keen on Tata Steel's UK assets|11.26 am
11 Jul 2016|Here are a few stock ideas from Ambareesh Baliga|10.52 am
11 Jul 2016|Exit Tata Steel, says Ambareesh Baliga|10.02 am
09 Jul 2016|Will continue to discuss UK acquisitions with Tata Steel:Liberty|4.00 pm
09 Jul 2016|Tata Steel board put sale of UK steel business on hold|12.14 pm
08 Jul 2016|Tata Steel to not exit UK, may consider sale of specialty units|10.37 pm
08 Jul 2016|UK business minister meets Tata Steel senior management|6.42 pm
08 Jul 2016|Short Bharti Infratel, TCS, Tata Steel, SBI, ICICI Bank: Gujral|11.38 am
08 Jul 2016|Buy RCF, Lupin; sell TCS, Just Dial, Tata Steel: Ashwani Gujral|9.34 am
08 Jul 2016|Asset sale must for Tata Steel to improve operations: IIFL|9.18 am
07 Jul 2016|No harm in subscribing to IT scrips despite gloom: SP Tulsian|5.43 pm
07 Jul 2016|Pick Tata Steel, says Rajesh Agarwal|2.57 pm
07 Jul 2016|Exit Tata Steel, says Prakash Gaba|2.55 pm
05 Jul 2016|Buy Hindalco, JSW Energy, BEML; hold JP Associates: Gujral|11.58 am
05 Jul 2016|Here are Sanjiv Bhasin's top trading ideas|10.13 am
04 Jul 2016|'If MIP is not extended, many steel plants will close down'|10.07 pm
04 Jul 2016|Tata Steel Q1 hot metal output up 17% at 3 MT|4.00 pm
04 Jul 2016|Tata may freeze auction of steelworks to assess Brexit: Report|7.40 am
28 Jun 2016|Buy Engineers India, AB Nuvo, Reliance Capital: Ashwani Gujral|12.36 pm
24 Jun 2016|Access to market, workforce key post Brexit: Tata Sons|2.52 pm
23 Jun 2016|Enter Tata Steel at around Rs 310-315: Rajesh Agarwal|3.59 pm
23 Jun 2016|Prefer SBI, Tata Steel for long term: Prakash Gaba|3.57 pm
23 Jun 2016|Buy Kotak Mahindra Bank, Tata Steel, Tata Motors: Ashwani Gujral|3.20 pm
23 Jun 2016|Here are a few investment ideas from Mayuresh Joshi|11.21 am
23 Jun 2016|Tata Steel UK unit sale talks to gain pace post Brexit poll: JPM|9.58 am
21 Jun 2016|UK union asks Tata Steel to clarify intention on sale plan|10.16 pm
21 Jun 2016|Liberty lines up banks, private funds for Tata Steel UK bid|3.43 pm
21 Jun 2016|Go long in SpiceJet, Hindustan Zinc; RIL may hit Rs 1020: Gaba|9.07 am
20 Jun 2016|Buy Dewan Housing, HDFC, Tata Steel: Ashwani Gujral|11.22 am
17 Jun 2016|Buy ITC, sell Tata Steel: Rajat Bose|1.37 pm
15 Jun 2016|Tata Steel UK circulates memo to staff on EU referendum|9.28 pm
14 Jun 2016|Like Mcleod Russel, YES Bank may hit Rs 1083: Prakash Gaba|11.01 am
13 Jun 2016|Hold Tata Steel, may test Rs 400: Vijay Chopra|3.51 pm
13 Jun 2016|Buy Sun Pharma, JSW Steel; sell Tata Motors: Ashwani Gujral|1.04 pm
13 Jun 2016|Prefer Dr Reddy's Labs, buy metals on correction: Gujral|11.30 am
13 Jun 2016|Short SBI, Tata Steel may hit Rs 327: Prakash Gaba|9.39 am
12 Jun 2016|Steel processing industry says import safeguards one-sided|2.52 pm
10 Jun 2016|Buy Reliance Infra, Colgate, ICICI Bank, Tata Steel: Gujral|2.49 pm
06 Jun 2016|Buy Tata Steel 340 Call, says Rahul Shah|1.09 pm
03 Jun 2016|Buy Tata Steel 350 call, says VK Sharma|11.58 am
03 Jun 2016|CS retains outperform rating on Tata Steel post Scunthorpe deal|9.07 am
03 Jun 2016|Hero Moto may test Rs 3190, HUL Rs 890, LIC Housing Rs 483: Gaba|8.57 am
03 Jun 2016|6 stocks that should do well today|8.44 am
02 Jun 2016|Huge blaze at Tata Steel plant in UK|3.58 pm
01 Jun 2016|After Greybull deal, workers get new pension plan: Union Leader|8.11 pm
01 Jun 2016|Tata Steel UK completes sale of long products biz to Greybull|10.56 am
31 May 2016|Buy JSW Steel, Aurobindo Pharma; sell Jain Irrigation: Gujral|2.32 pm
30 May 2016|Buy RIL, ITC, M&M 1360 Call, Vedanta 110 Call: Rahul Shah|2.38 pm
30 May 2016|Indian banks to hurt from weakness in metals, mining: Moody's|10.13 am
27 May 2016|TWU and Tata Steel ink agreement on implementing World Class|9.38 pm
27 May 2016|'Tata Steel numbers to improve on India ramp-up, UK ops rejig'|2.34 pm
27 May 2016|Buy Reliance Infra June futures, sell 560 Call: Altamount Cap|1.22 pm
26 May 2016|UK plans unique pensions deal for Tata Steel UK|7.28 pm
26 May 2016|Optimistic on L&T, Tata Steel, Ashok Leyland: Mayuresh Joshi|10.42 am
26 May 2016|India home to 56 of the world's largest public firms: Forbes|9.44 am
26 May 2016|Steel demand getting a boost from highways: Tata Steel India|8.43 am
26 May 2016|David Cameron says Tata Steel UK gets 'encouraging' offers|8.24 am
26 May 2016|Tata Steel posts Q4 net loss of Rs 3,279cr; sales at Rs 29,507cr|8.00 am
26 May 2016|Tata Steel yet to shortlist buyer for British operations|7.50 am
26 May 2016|Tata Steel workers stage protest in London|7.50 am
25 May 2016|Tata Steel buyout is about adding capacity: JSW Steel|7.24 pm
25 May 2016|Tata Steel may shortlist 2-3 bidders for UK assets today: Srcs|2.00 pm
25 May 2016|Buy JSW Steel on declines, says Ashwani Gujral|12.25 pm
24 May 2016|Tata Steel Q4 loss seen at Rs 870 cr; UK biz sale, India ops key|5.45 pm
24 May 2016|Positive on ferrous stocks like Tata Steel: ICICI Securities|12.37 pm
24 May 2016|Sell Tata Steel; buy ONGC 210 Put: Chandan Taparia|11.45 am
24 May 2016|Sell LIC Housing, Tata Steel; buy Biocon: Sandeep Wagle|11.44 am
24 May 2016|Buy Biocon, Dabur; sell Tata Steel, Ajanta Pharma: Gujral|9.41 am
24 May 2016|Tata Steel UK bids set to be finalised|8.04 am
23 May 2016|Sell Tata Steel, BEML; buy HDFC Bank: Sudarshan Sukhani|2.35 pm
23 May 2016|Sell Indiabulls Real Estate, Tata Steel; buy UPL: Ashwani Gujral|9.28 am
23 May 2016|7 bidders for Tata Steel's UK biz to submit binding bids today|8.23 am
23 May 2016|Bid rivals set to join forces for Tata Steel UK buyout: Report|7.56 am
20 May 2016|Buy L&T 1280 Put, sell 1240 Put: Krish Subramanyam|1.40 pm
18 May 2016|Tata Steel UK acquisition talks only exploratory: JSW Steel|8.56 pm
02 May 2016|Indian-origin tycoon's firm confirms bid for Tata Steel in UK|2.00 pm
02 May 2016|Buy Tata Steel, Cipla: Rahul Shah|1.24 pm
29 Apr 2016|Sell Tata Steel futures, 340 Put: Krish Subramanyam|12.35 pm
28 Apr 2016|Govt have to do more to help Tata find buyer for UK assets: CEO|3.37 pm
28 Apr 2016|Pension problem at Welsh steel plant can be solved: Tata UK CEO|3.35 pm
28 Apr 2016|Tata Steel UK not willing to split up assets to secure sale:CEO |3.00 pm
27 Apr 2016|Liberty House submits LoI for Tata Steel's Port Talbot plant|6.30 pm
27 Apr 2016|Buy Tata Steel, DLF, Idea Cellular: Ashwani Gujral|9.25 am
25 Apr 2016|Buy Jubilant Life, Kesoram Ind; sell Tata Steel: Ashwani Gujral|11.38 am
25 Apr 2016|SBI may hit Rs 210; buy Exide, Glenmark; short HUL: Prakash Gaba|11.04 am
22 Apr 2016|Reliance Cap may test Rs 500, buy Tata Steel on dips: Gujral|12.54 pm
21 Apr 2016|Sell Tata Steel, SKS Micro; buy Cairn India: Ashwani Gujral|11.38 am
21 Apr 2016|Tata Steel Europe committed to seeking all credible options|7.54 am
20 Apr 2016|Sell HPCL, M&M Fin, Tata Steel; buy Welspun India: Gujral|11.47 am
20 Apr 2016|Tata's Port Talbot steelworks in possible management buyout|8.00 am
19 Apr 2016|Tata Steel UK appoints Bimlendra Jha as CEO|9.05 am
18 Apr 2016|Tata Steel reaches out to 190 parties for sale of UK assets|5.18 pm
18 Apr 2016|Uncertainty on sale of Tata Steel UK may delay credit recovery|3.12 pm
16 Apr 2016|Tata Steel working with StanChart for UK unit sale: Source|12.37 pm
15 Apr 2016|Hold Tata Steel; target of Rs 325: ICICIDirect|5.19 pm
14 Apr 2016|Sale of long products biz won't lower Tata Steel's debt: S&P|2.50 pm
13 Apr 2016|Liberty House expects deadline for Tata Steel UK bids by end May|3.28 pm
13 Apr 2016|Buy Tata Steel, DHFL, SRF: Ashwani Gujral|1.50 pm
13 Apr 2016|Tata, Thyssen in high level talks on European steel JV: Report|12.15 pm
13 Apr 2016|Customs dept imposes Rs 33 cr fine on Tata Sponge Iron|7.42 am
12 Apr 2016|Tata Steel UK's long products biz sale credit positive:Moody's|8.32 pm
12 Apr 2016|Sell Tata Steel; target of Rs 301: Edelweiss|4.59 pm
12 Apr 2016|Buy Just Dial, Tata Steel on dips: Ashwani Gujral|1.10 pm
12 Apr 2016|Ind-Ra puts Tata Steel on rating watch post biz restructuring|1.00 pm
12 Apr 2016|Good or bad: Is Greybull Cap deal really helpful for Tata Steel?|12.52 pm
12 Apr 2016|Expect Tata Steel to test Rs 430-435 in 12 months: Prakash Diwan|9.52 am
12 Apr 2016|UK deal helpful but sector snags may weigh on Tata Steel: Pros|9.50 am
12 Apr 2016|Buy Tata Steel on dips, Vedanta may test Rs 95: Rajat Bose|8.55 am
11 Apr 2016|Greybull, Tata Steel ink investment deal for Scunthorpe units|4.40 pm
11 Apr 2016|Sale of Scunthorpe plant to cut losses for Tata Steel: Macquarie|3.15 pm
11 Apr 2016|Tata Steel due to begin formal UK sale process|1.27 pm
11 Apr 2016|Short Cipla, avoid Tata Steel; buy Hindalco Industries: Sukhani|1.14 pm
11 Apr 2016|Here are some stock picks from SP Tulsian|9.38 am
11 Apr 2016|Tata Steel UK admits to unfit testing & certification actions|8.28 am
11 Apr 2016|Indian-origin steel tycoon says saving Tata jobs on his mind|7.48 am
08 Apr 2016|Tough-talking Port Talbot MP says a buyer must for Tata Steel|10.17 pm
08 Apr 2016|No 'panic driven fire sale' of Tata Steel: Union to UK govt|4.18 pm
08 Apr 2016|UK launches fraud probe into Tata Steel: Report|4.00 pm
08 Apr 2016|Buy BHEL; sell Tata Steel, JSW Steel, Tech Mahindra: Rajat Bose|9.41 am
07 Apr 2016|Read: SP Tulsian's views on BHEL, APTEL order, Maruti & more|5.59 pm
07 Apr 2016|Will remodel loss-making plants of Port Talbot: Liberty House|4.07 pm
07 Apr 2016|Exit SAIL, prefer Hindalco: Rajat Bose|4.05 pm
07 Apr 2016|British Minister Javid meets Mistry on Tata Steel's UK exit|8.00 am
06 Apr 2016|UK biz secy keen on smooth transition of Tata Steel employees|8.55 pm
06 Apr 2016|Buy Century Textiles, Tata Steel, SKS Microfinance: Gujral|3.51 pm
06 Apr 2016|Buy Jet Airways, Tata Steel; sell Maruti Suzuki: JK Jain|3.22 pm
06 Apr 2016|Tata Steel gets forest panel nod for Odisha mining project|3.20 pm
06 Apr 2016|Buy Tata Steel, Axis Bank, Bata India: Ashwani Gujral|10.47 am
